UID,ALUMINUM_UNITS,COND_UNITS,DOC_UNITS,NITRATE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PTL_UNITS,SILICA_UNITS,AMMONIA_N_RESULT,COND_RESULT,DOC_RESULT,NITRATE_N_RESULT,NITRITE_N_RESULT,NTL_RESULT,PH_RESULT,PTL_RESULT,SILICA_RESULT
7106,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,272,7.24,0.05,,0.85,8.09,24,0.82
7107,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,973,13.61,0,0,1.784,8.95,610,44.245
7108,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,85.6,9.54,0.003,0,1.223,7.76,84,3.408
7109,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,245,3.55,0.008,0.001,0.349,8.25,30,3.485
7113,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.04,52.7,3.11,0.04,,0.25,7.8,11,5.127
7122,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.02,68.8,6.25,0.04,,0.8,7.5,77,1.947
7124,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,118.5,11.62,0.002,0,0.524,8.15,22,7.027
7125,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0083,288,3.88,0.003,0,1.354,8.83,175,2.623
7126,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0085,772,4.39,0.0071,,0.551,9.02,688,18.1
7132,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,197.7,6.15,0,0,0.674,8.41,50,5.714
7133,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,1679,21.29,0,0,2.068,9.02,1344,26.454
7135,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.008,265,4.34,0.002,0,0.389,8.47,246,20.782
7136,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0063,222,2.99,0.002,0,0.51,9.68,108,27.715
7137,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,924,6.26,0.002,0,0.573,8.63,125,36.401
7138,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,115.8,4.25,0.004,0,0.583,6.91,47,2.772
7141,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.009,478,6.43,0.002,0,1.026,8.46,30,5.524
7148,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,81,4.41,0.002,0,0.31,9.29,23,8.913
7149,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,198.6,6.14,0.083,0.004,0.601,6.97,29,4.487
7150,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.038,1228,17.99,0,0,3.881,8.84,162,36.831
7151,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.037,294,7.14,0,0,0.828,8.01,158,3.049
7152,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,352,2.91,0.002,0,0.336,8.21,17,4.312
7153,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,125.5,3.44,0.002,0,0.381,9.43,18,7.076
7154,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.06,407,13.22,0,0,1.466,9.04,83,15.711
7155,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.31,191.4,8.53,0.002,0,1.253,8.35,147,12.112
7163,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0064,73.2,5.07,0.002,0,0.256,7.4,41,17.418
7164,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0076,28.6,2.69,0,0,0.173,7.57,29,14.405
7167,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0038,43,1.76,0.002,0,0.095,7.55,22,12.385
7168,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0055,48.1,3.61,0.002,0,0.235,7.77,43,22.39
7172,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.005,83.1,0.91,0.002,0,0.074,8.19,11,5.623
7173,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.04,10590,31.2,0,0,3.058,8.56,76,6.277
7174,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,45.7,3.33,0.002,0.001,0.224,7.67,12,4.42
7178,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,1296,11.83,0,0,1.669,8.3,113,5.872
7179,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0058,68.3,9.09,0.003,0,0.344,5.1,21,0.181
7187,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,74.9,6.08,0.003,0,1.536,7.68,118,31.108
7188,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,44.5,2.71,0,0,0.149,7.49,65,27.889
7189,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,46.1,6.02,0.002,0,0.478,7.39,29,4.93
7190,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0093,22,3.52,0.002,0,0.248,7.05,14,2.5
7196,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,249,3.37,0.013,0,0.596,8.87,57,16.559
7199,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.041,1567,19.77,0,0,2.731,8.81,928,33.326
7200,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0084,11.67,2.46,0,0,0.281,7.17,10,2.403
7205,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.031,7842,17.94,0,0,1.589,8.57,28,0.503
7206,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,29.3,3.46,0.003,0,0.321,7.11,11,2.216
7207,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,117.7,2.96,0,0,0.213,8.13,25,14.592
7208,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0262,132,12.7,0.005,,1.32,7.25,123,7.05
7209,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,66.2,6.22,0.003,0,0.399,6.31,39,3.27
7210,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,372,3.31,0,0,0.593,8.48,49,11.876
7217,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,1056,6.33,0,0,1.136,8.57,91,9.402
7219,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,1589,8.04,0,0,1.548,7.89,87,14.665
7224,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,137.5,2.6,0.002,0,0.255,7.72,5,0.621
7225,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,673,1.94,0,0,0.14,8.37,24,12.999
7226,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,72.5,1.99,0.002,0,0.191,7.94,37,14.784
7228,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0069,76,3.38,0,0,0.389,7.37,12,1.783
7229,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0462,226,2.45,0.005,,0.282,8.34,166,39.9
7230,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,22,3.39,0.002,0,0.294,7.32,33,19.628
7231,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,74.9,4.11,0.002,0,0.239,7.33,13,3.906
7232,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0067,329,2.04,0,0,0.149,7.86,5,1.46
7233,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,143.2,4.3,0.003,0,0.283,7.13,20,3.732
7237,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.032,128.9,12.18,0.013,0,3.081,10.37,426,18.866
7238,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.079,3410,7.67,0.003,0,1.023,8.27,57,11.893
7242,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,373,7.3,0,0,2.146,7.86,208,31.566
7243,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,776,12.67,0,0,3.844,8.62,236,46.872
7244,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,144.8,4.59,0,0,0.419,8.55,23,3.732
7247,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.045,5700,26.79,0,0,5.913,8.2,486,12.837
7249,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,912,7.39,0,0,0.731,8.14,17,2.049
7250,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,117.2,4.59,0.003,0,0.411,9.19,51,28.131
7251,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.035,285,5.21,0,0,0.643,7.98,26,6.635
7254,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,59,3.68,0,0,0.289,7.33,59,31.889
7255,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,248,4.81,0,0,0.689,7.85,34,1.075
7256,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0086,20.1,2.47,0.003,0,0.171,7.03,40,16.667
7257,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.044,91.5,8.82,0.003,0,0.523,7.63,93,40.556
7258,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,83.7,3.76,0,0,0.259,7.76,38,22.566
7259,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,120.3,6.51,0,0,0.379,7.74,19,8.799
7260,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0091,199.8,4.09,0,0,0.368,7.19,24,2.686
7262,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,593,3.52,0.05,,0.47,8.58,5,2.71
7263,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0024,31,3.38,0.005,,0.112,7.14,4.1,7.67
7264,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,94.4,4.34,0.003,0,0.291,7.12,16,1.509
7265,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.076,207,8.28,0.005,0,0.754,7.9,43,15.579
7266,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,26,14.66,0.005,0,0.485,6.61,26,5.004
7267,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.084,1855,14.59,0.01,0,1.895,8.92,100,21.295
7268,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,144.2,3.81,0.002,0,0.285,7.96,24,9.531
7269,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.04,84.6,3.52,0.04,,0.27,7.8,5,0.897
7275,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.05,98.3,3.48,0.008,0,0.415,9.16,88,20.375
7276,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.044,261,2.26,0.047,0,0.351,8.33,230,60.271
7277,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,212,3.77,0.002,0,0.728,9.66,166,27.438
7278,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.053,489,6.26,0.041,0,1.049,8.49,565,61.749
7282,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,942,10.06,0,0,1.188,8.8,62,9.512
7284,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.07,13.53,3.84,0.026,0,0.426,6.36,12,0.139
7286,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,284,15.6,0.05,,3.14,8.53,327,3.65
7287,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0081,34.4,3.31,0.002,0,0.289,7.37,17,2.211
7288,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.051,187.6,4.27,0.003,0,0.556,8.24,16,2.989
7289,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0063,4.64,1.42,0,0,0.068,6.93,6,1.578
7290,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,201,5.31,0.003,0,0.571,8.32,38,7.886
7291,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0076,37.6,1.49,0,0,0.126,7.51,31,12.345
7292,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0094,199.9,2.83,0,0,0.449,8.34,56,3.527
7294,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0071,100.7,2.98,0.002,0,0.208,7.77,8,3.202
7295,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,15.8,1.94,0,0,0.125,6.63,7,3.586
7297,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,36.7,6.41,0.002,0,0.329,7.09,17,3.307
7298,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,610,1.9,0.11,0,0.271,7.4,5,2.759
7304,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,262,6.49,0.003,0,0.609,8.89,39,12.612
7305,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,384,2.55,0.006,0,0.376,7.77,37,7.035
7306,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,287,1.43,0,0,0.206,8.98,20,2.728
7307,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.132,79.2,5.67,0.007,0,0.425,6.44,157,2.354
7314,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.02,52,3.8,0.05,,0.3,7.6,6,3.74
7321,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0068,283,2.1,0.002,0,0.166,8.46,11,5.324
7322,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.012,12.07,0.48,0.36,0.003,0.398,6.71,5,1.465
7325,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,159.2,3.34,0,0,0.235,8.15,15,2.609
7338,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0084,158.6,2.95,0.002,0,0.174,8.16,31,14.013
7339,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,146.7,10.07,0.002,0,1.271,7.99,136,3.051
7340,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0076,35.2,1.52,0,0,0.14,7.38,9,1.645
7341,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0052,51,1.8,0.005,,0.0643,7.05,7.2,8.97
7344,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,667,5.85,0.015,0,0.923,8.73,219,17.206
7350,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.053,747,10.88,0.002,0,1.564,8.4,153,46.454
7357,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,833,15.98,0,0,1.841,8.52,304,22.179
7360,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,55.9,1.04,0.042,0.001,0.121,7.67,10,5.042
7361,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,66.6,1.44,0.008,0,0.141,6.63,22,2.923
7364,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,440,7.98,0.05,,0.57,8.12,5,4.56
7366,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0031,16,1.04,0.005,,0.152,6.02,4.1,3.05
7367,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.03,58.8,1.63,0.007,0.001,0.114,7.68,6,3.312
7368,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.038,345,2.68,0.08,0.006,0.344,7.99,37,2.698
7369,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.028,283,8.11,0,0,1.905,9,144,4.669
7370,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,358,8.68,0.002,0,1.051,8.54,58,16.357
7371,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,502,3.78,0.002,0,0.531,8.56,151,26.551
7372,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.014,392,6.71,0.022,0.001,0.44,7.34,54,7.85
7374,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.03,450,2.5,0.006,0,0.376,8.28,25,2.212
7375,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.023,52.4,3.82,0.003,0,0.379,7.73,33,5.049
7376,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.023,20.7,2.5,0.004,0.001,0.326,6.86,24,8.858
7377,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0091,43.1,8.32,0.002,0,1.808,6.1,176,3.175
7378,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.016,23.7,2.14,0.003,0.001,0.159,7.25,13,4.332
7379,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,35.8,1.56,0,0,0.121,7.55,16,5.609
7380,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,55.2,2.56,0.003,0,0.254,7.33,20,7.309
7381,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.027,26.3,9.09,0,0,0.766,7.22,28,0.259
7383,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,143.4,1.46,0.003,0,0.063,8.14,42,19.456
7384,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.095,4010,25.39,0.002,0,2.83,8.8,176,24.464
7385,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.031,508,5.89,0,0,1.198,8.56,109,3.138
7389,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,22.6,3.97,0.002,0,0.23,7.09,10,3.827
7390,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.02,24.4,2.68,0.003,0,0.205,6.76,13,3.54
7392,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.022,44.1,11.36,0.002,0,0.92,7.3,88,6.684
7394,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,29.7,6.53,0,0,1.078,8.49,58,2.336
7395,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,3580,5.87,0,0,0.744,7.43,45,24.594
7396,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,64,1.77,0.002,0,0.14,8.02,40,20.375
7402,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.1,252,5.74,0.05,,1.18,7.92,17,5.78
7403,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,320,6.13,0.002,0,0.531,8.55,41,19.886
7404,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,60.4,7.69,0,0,0.76,7.53,82,7.943
7405,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.083,545,21.96,0,0,4.163,9.24,1399,1.285
7406,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.117,701,3.69,0.013,0,0.849,8.42,82,9.76
7409,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.032,71.2,8.72,0.003,0,0.476,7.09,34,3.047
7410,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.013,374,2.46,0.003,0,0.179,8.2,19,6.6
7411,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,216,10.9,0.003,0,0.791,8.57,40,16.295
7412,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,11.78,0.71,0.012,0.001,0.051,6.88,9,3.993
7413,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.015,59.1,1.11,0,0,0.029,7.88,23,10.782
7414,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.083,4710,19.56,0.003,0,2.4,9.02,147,0.216
7416,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.024,181.1,7.57,0,0,1.318,8.36,97,6.132
7417,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.044,2340,33.74,0.002,0,6.2,9.2,1254,27.008
7418,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.025,2310,19.45,0,0,3.373,8.82,333,36.788
7419,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,32.5,7.14,0.005,0,0.668,7.84,25,0.541
7420,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.02,66,4.1,0.05,,0.3,8.1,10,1.3
7421,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,24,4.97,0,0,0.34,6.89,23,2.615
7422,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.017,25.5,3.27,0.002,0,0.251,7.22,9,2.636
7423,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0098,14,1.93,0.005,,0.162,6.55,4.1,3.08
7424,,uS/cm @ 25C,mg/L,mg N/L,,mg/L,ug/L,mg/L,0.0097,124,1.84,0.005,,0.167,8.03,7.5,20.2
7425,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.018,970,15.41,0.002,0,2.049,8.9,86,22.453
7429,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0056,19.11,3.74,0.002,0,0.145,7.14,12,5.536
7430,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.021,52,2.1,0.002,0,0.18,7.55,9,3.197
7431,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0092,45.7,2.84,0.002,0,0.153,7.29,10,4.105
7432,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.011,240,5.93,0,0,0.54,8.66,11,1.888
7433,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0051,38.1,3.17,0.003,0,0.296,7.35,21,6.807
7435,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.01,507,4.64,0.002,0,2.109,8.56,225,47.049
7441,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.0087,20.4,3.55,0.003,0,0.196,6.69,11,2.012
7442,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.019,374,8.05,0.003,0,0.803,8.33,17,2.507
7443,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.05,493,4.39,0.564,0.001,1.116,8.51,11,3.479
7444,mg/L,uS/cm @ 25C,mg/L,mg N/L,mg N/L,mg/L,ug/L,mg/L,0.026,409,6.37,0.004,0,0.616,8.45,32,15.353
