TSN,,Genus,,Species,,Variety
966194,,Sphingomonas,,jaspsi,,
966195,,Sphingomonas,,kaistensis,,
966196,,Sphingomonas,,haloaromaticamans,,
966197,,Sphingomonas,,fennica,,
966198,,Sphingomonas,,molluscorum,,
966199,,Sphingomonas,,insulae,,
966200,,Sphingomonas,,japonica,,
966201,,Sphingomonas,,aestuarii,,
966202,,Sphingomonas,,hankookensis,,
966203,,Sphingomonas,,sanxanigenens,,
966204,,Sphingomonas,,histidinilytica,,
966205,,Sphingomonas,,changbaiensis,,
966206,,Sphingomonas,,rubra,,
966207,,Sphingomonas,,xinjiangensis,,
966208,,Sphingomonas,,oryziterrae,,
966209,,Sphingomonas,,jinjuensis,,
966210,,Sphingomonas,,glacialis,,
966211,,Sphingomonas,,polyaromaticivorans,,
966212,,Sphingopyxis,,macrogoltabida,,
966213,,Sphingopyxis,,terrae,,
966214,,Sphingopyxis,,alaskensis,,
966215,,Sphingopyxis,,taejonensis,,
966216,,Sphingopyxis,,panaciterrae,,
966217,,Sphingopyxis,,granuli,,
966218,,Sphingopyxis,,witflariensis,,
966219,,Sphingopyxis,,chilensis,,
966220,,Sphingopyxis,,baekryungensis,,
966221,,Sphingopyxis,,flavimaris,,
966222,,Sphingopyxis,,ginsengisoli,,
966223,,Sphingopyxis,,marina,,
966224,,Sphingopyxis,,litoris,,
966225,,Sphingopyxis,,soli,,
966226,,Sphingopyxis,,panaciterrulae,,
966227,,Sphingopyxis,,bauzanensis,,
966228,,Sphingopyxis,,ummariensis,,
966229,,Sphingosinicella,,microcystinivorans,,
966230,,Sphingosinicella,,xenopeptidilytica,,
966231,,Sphingosinicella,,soli,,
966232,,Sphingosinicella,,vermicomposti,,
966237,,Spirillum,,winogradskyi,,
966238,,Spirillum,,volutans,,
966239,,Spirochaeta,,caldaria,,
966240,,Spirochaeta,,smaragdinae,,
966241,,Spirochaeta,,bajacaliforniensis,,
966242,,Spirochaeta,,coccoides,,
966243,,Spirochaeta,,isovalerica,,
966244,,Spirochaeta,,thermophila,,
966245,,Spirochaeta,,alkalica,,
966246,,Spirochaeta,,africana,,
966247,,Spirochaeta,,asiatica,,
966248,,Spirochaeta,,americana,,
966249,,Spirochaeta,,cellobiosiphila,,
966250,,Spirochaeta,,dissipatitropha,,
966251,,Spirochaeta,,perfilievii,,
966252,,Spirochaeta,,zuelzerae,,
966253,,Spirochaeta,,litoralis,,
966254,,Spirochaeta,,plicatilis,,
966255,,Spirochaeta,,stenostrepta,,
966256,,Spirochaeta,,halophila,,
966295,,Spirosoma,,rigui,,
966296,,Spirosoma,,panaciterrae,,
966297,,Spirosoma,,spitsbergense,,
966298,,Spirosoma,,luteum,,
966299,,Spirosoma,,linguale,,
966300,,Spongiibacter,,marinus,,
966301,,Spongiibacter,,tropicus,,
966302,,Spongiibacter,,borealis,,
966303,,Spongiibacterium,,flavum,,
966304,,Spongiispira,,norvegica,,
966311,,Sporocytophaga,,myxococcoides,,
966348,,Stakelama,,pacifica,,
966382,,Stappia,,stellulata,,
966383,,Stappia,,indica,,
966384,,Starkeya,,novella,,
966385,,Starkeya,,koreensis,,
966386,,Stella,,humosa,,
966387,,Stella,,vacuolata,,
966388,,Stenothermobacter,,spongiae,,
966389,,Stenotrophomonas,,maltophilia,,
966390,,Stenotrophomonas,,chelatiphaga,,
966391,,Stenotrophomonas,,nitritireducens,,
966392,,Stenotrophomonas,,rhizophila,,
966393,,Stenotrophomonas,,acidaminiphila,,
966394,,Stenotrophomonas,,koreensis,,
966395,,Stenotrophomonas,,terrae,,
966396,,Stenotrophomonas,,humi,,
966397,,Stenotrophomonas,,ginsengisoli,,
966398,,Stenotrophomonas,,daejeonensis,,
966399,,Stenotrophomonas,,pavanii,,
966400,,Stenoxybacter,,acetivorans,,
966401,,Steroidobacter,,denitrificans,,
966402,,Sterolibacterium,,denitrificans,,
966404,,Stigmatella,,hybrida,,
966405,,Stigmatella,,aurantiaca,,
966406,,Stigmatella,,erecta,,
966417,,Streptobacillus,,moniliformis,,
966,,Oscillatoria,,boryana,,
967015,,Subsaxibacter,,broadyi,,
967016,,Subsaximicrobium,,saxinquilinus,,
967017,,Subsaximicrobium,,wynnwilliamsii,,
967020,,Succinatimonas,,hippei,,
967022,,Succinimonas,,amylolytica,,
967024,,Succinivibrio,,dextrinosolvens,,
967025,,Sulfitobacter,,guttiformis,,
967026,,Sulfitobacter,,pontiacus,,
967027,,Sulfitobacter,,mediterraneus,,
967028,,Sulfitobacter,,brevis,,
967029,,Sulfitobacter,,dubius,,
967030,,Sulfitobacter,,delicatus,,
967031,,Sulfitobacter,,donghicola,,
967032,,Sulfitobacter,,marinus,,
967033,,Sulfitobacter,,litoralis,,
967039,,Sulfuricella,,denitrificans,,
967040,,Sulfuricurvum,,kujiense,,
967041,,Sulfurihydrogenibium,,subterraneum,,
967042,,Sulfurihydrogenibium,,azorense,,
967043,,Sulfurihydrogenibium,,yellowstonense,,
967044,,Sulfurihydrogenibium,,rodmanii,,
967045,,Sulfurihydrogenibium,,kristjanssonii,,
967046,,Sulfurimonas,,denitrificans,,
967047,,Sulfurimonas,,autotrophica,,
967048,,Sulfurimonas,,paralvinellae,,
967049,,Sulfuritalea,,hydrogenivorans,,
967050,,Sulfurivirga,,caldicuralii,,
967051,,Sulfurospirillum,,multivorans,,
967052,,Sulfurospirillum,,deleyianum,,
967053,,Sulfurospirillum,,arcachonense,,
967054,,Sulfurospirillum,,barnesii,,
967055,,Sulfurospirillum,,arsenophilum,,
967056,,Sulfurospirillum,,halorespirans,,
967057,,Sulfurospirillum,,cavolei,,
967058,,Sulfurovum,,lithotrophicum,,
967059,,Sunxiuqinia,,elliptica,,
967060,,Sutterella,,wadsworthensis,,
967061,,Sutterella,,stercoricanis,,
967062,,Sutterella,,parvirubra,,
967063,,Suttonella,,indologenes,,
967064,,Suttonella,,ornithocola,,
967065,,Swaminathania,,salitolerans,,
967067,,Symbiotes,,lectularius,,
967068,,Synergistes,,jonesii,,
967070,,Syntrophobacter,,wolinii,,
967071,,Syntrophobacter,,pfennigii,,
967072,,Syntrophobacter,,fumaroxidans,,
967073,,Syntrophobacter,,sulfatireducens,,
967083,,Syntrophorhabdus,,aromaticivorans,,
967085,,Syntrophus,,gentianae,,
967086,,Syntrophus,,aciditrophicus,,
967087,,Syntrophus,,buswellii,,
967088,,Tamlana,,crocina,,
967089,,Tamlana,,agarivorans,,
967090,,Tannerella,,forsythia,,
967091,,Tanticharoenia,,sakaeratensis,,
967092,,Tateyamaria,,omphalii,,
967093,,Tateyamaria,,pelophila,,
967094,,Tatlockia,,maceachernii,,
967095,,Tatlockia,,micdadei,,
967096,,Tatumella,,citrea,,
967097,,Tatumella,,punctata,,
967098,,Tatumella,,terrea,,
967099,,Tatumella,,ptyseos,,
967100,,Tatumella,,morbirosei,,
967101,,Taylorella,,equigenitalis,,
967102,,Taylorella,,asinigenitalis,,
967103,,Tectibacter,,vulgaris,,
967104,,Telluria,,mixta,,
967105,,Telluria,,chitinolytica,,
967106,,Telmatobacter,,bradus,,
967107,,Telmatospirillum,,siberiense,,
967108,,Tenacibaculum,,ovolyticum,,
967109,,Tenacibaculum,,maritimum,,
967110,,Tenacibaculum,,mesophilum,,
967111,,Tenacibaculum,,amylolyticum,,
967112,,Tenacibaculum,,skagerrakense,,
967113,,Tenacibaculum,,lutimaris,,
967114,,Tenacibaculum,,aestuarii,,
967115,,Tenacibaculum,,litoreum,,
967116,,Tenacibaculum,,litopenaei,,
967117,,Tenacibaculum,,gallaicum,,
967118,,Tenacibaculum,,discolor,,
967119,,Tenacibaculum,,adriaticum,,
967120,,Tenacibaculum,,aiptasiae,,
967121,,Tenacibaculum,,soleae,,
967122,,Tenacibaculum,,crassostreae,,
967123,,Tenacibaculum,,geojense,,
967124,,Tenacibaculum,,jejuense,,
967125,,Tenacibaculum,,dicentrarchi,,
967127,,Tepidamorphus,,gemmatus,,
967132,,Tepidicella,,xavieri,,
967135,,Tepidimonas,,aquatica,,
967136,,Tepidimonas,,ignava,,
967137,,Tepidimonas,,taiwanensis,,
967138,,Tepidimonas,,thermarum,,
967139,,Tepidiphilus,,margaritifer,,
967140,,Terasakiella,,pusilla,,
967141,,Teredinibacter,,turnerae,,
967155,,Terriglobus,,roseus,,
967156,,Terriglobus,,saanensis,,
967157,,Terrimonas,,ferruginea,,
967158,,Terrimonas,,lutea,,
967159,,Terrimonas,,aquatica,,
967180,,Thalassobacter,,arenae,,
967181,,Thalassobaculum,,litoreum,,
967182,,Thalassobaculum,,salexigens,,
967183,,Thalassobius,,gelatinovorus,,
967184,,Thalassobius,,aestuarii,,
967185,,Thalassobius,,mediterraneus,,
967186,,Thalassobius,,maritimus,,
967187,,Thalassococcus,,halodurans,,
967188,,Thalassolituus,,oleivorans,,
967189,,Thalassomonas,,viridans,,
967190,,Thalassomonas,,ganghwensis,,
967191,,Thalassomonas,,agarivorans,,
967192,,Thalassomonas,,loyana,,
967193,,Thalassomonas,,actiniarum,,
967194,,Thalassomonas,,haliotis,,
967195,,Thalassomonas,,agariperforans,,
967196,,Thalassospira,,lucentensis,,
967197,,Thalassospira,,profundimaris,,
967198,,Thalassospira,,xiamenensis,,
967199,,Thalassospira,,tepidiphila,,
967200,,Thalassospira,,xianhensis,,
967201,,Thauera,,linaloolentis,,
967202,,Thauera,,terpenica,,
967203,,Thauera,,phenylacetica,,
967204,,Thauera,,aminoaromatica,,
967205,,Thauera,,selenatis,,
967206,,Thauera,,aromatica,,
967207,,Thauera,,mechernichensis,,
967208,,Thauera,,chlorobenzoica,,
967209,,Thauera,,butanivorans,,
967217,,Thermanaerovibrio,,acidaminovorans,,
967218,,Thermanaerovibrio,,velox,,
967223,,Thermithiobacillus,,tepidarius,,
967254,,Thermochromatium,,tepidum,,
967255,,Thermococcoides,,shengliensis,,
967256,,Thermocrinis,,ruber,,
967257,,Thermocrinis,,albus,,
967258,,Thermocrinis,,minervae,,
967261,,Thermodesulfatator,,indicus,,
967262,,Thermodesulfatator,,atlanticus,,
967263,,Thermodesulfobacterium,,thermophilum,,
967264,,Thermodesulfobacterium,,commune,,
967265,,Thermodesulfobacterium,,hveragerdense,,
967266,,Thermodesulfobacterium,,hydrogeniphilum,,
967268,,Thermodesulforhabdus,,norvegica,,
967269,,Thermodesulfovibrio,,yellowstonii,,
967270,,Thermodesulfovibrio,,islandicus,,
967271,,Thermodesulfovibrio,,hydrogeniphilus,,
967272,,Thermodesulfovibrio,,thiophilus,,
967273,,Thermodesulfovibrio,,aggregans,,
967285,,Thermomonas,,hydrothermalis,,
967286,,Thermomonas,,haemolytica,,
967287,,Thermomonas,,fusca,,
967288,,Thermomonas,,brevis,,
967289,,Thermomonas,,koreensis,,
967292,,Thermonema,,rossianum,,
967293,,Thermonema,,lapsum,,
967298,,Thermosipho,,africanus,,
967299,,Thermosipho,,japonicus,,
967300,,Thermosipho,,melanesiensis,,
967301,,Thermosipho,,geolei,,
967302,,Thermosipho,,atlanticus,,
967303,,Thermosipho,,affectus,,
967304,,Thermosipho,,globiformans,,
967306,,Thermosulfidibacter,,takaii,,
967310,,Thermothrix,,thiopara,,
967311,,Thermothrix,,azorensis,,
967312,,Thermotoga,,maritima,,
967313,,Thermotoga,,neapolitana,,
967314,,Thermotoga,,thermarum,,
967315,,Thermotoga,,subterranea,,
967316,,Thermotoga,,elfii,,
967317,,Thermotoga,,hypogea,,
967318,,Thermotoga,,petrophila,,
967319,,Thermotoga,,naphthophila,,
967320,,Thermotoga,,lettingae,,
967323,,Thermovibrio,,ruber,,
967324,,Thermovibrio,,ammonificans,,
967325,,Thermovibrio,,guaymasensis,,
967326,,Thermovirga,,lienii,,
967328,,Thermus,,scotoductus,,
967329,,Thermus,,thermophilus,,
967330,,Thermus,,filiformis,,
967331,,Thermus,,brockianus,,
967332,,Thermus,,oshimai,,
967333,,Thermus,,igniterrae,,
967334,,Thermus,,antranikianii,,
967335,,Thermus,,islandicus,,
967336,,Thermus,,arciformis,,
967337,,Thermus,,aquaticus,,
967338,,Thioalbus,,denitrificans,,
967339,,Thioalkalibacter,,halophilus,,
967340,,Thioalkalicoccus,,limnaeus,,
967341,,Thioalkalimicrobium,,microaerophilum,,
967342,,Thioalkalimicrobium,,aerophilum,,
967343,,Thioalkalimicrobium,,sibiricum,,
967344,,Thioalkalimicrobium,,cyclicum,,
967345,,Thioalkalispira,,microaerophila,,
967346,,Thioalkalivibrio,,halophilus,,
967347,,Thioalkalivibrio,,thiocyanodenitrificans,,
967348,,Thioalkalivibrio,,versutus,,
967349,,Thioalkalivibrio,,nitratis,,
967350,,Thioalkalivibrio,,denitrificans,,
967351,,Thioalkalivibrio,,paradoxus,,
967352,,Thioalkalivibrio,,thiocyanoxidans,,
967353,,Thioalkalivibrio,,jannaschii,,
967354,,Thioalkalivibrio,,nitratireducens,,
967355,,Thiobaca,,trueperi,,
967356,,Thiobacillus,,aquaesulis,,
967357,,Thiobacillus,,thiophilus,,
967358,,Thiobacillus,,thioparus,,
967359,,Thiobacter,,subterraneus,,
967360,,Thiobacterium,,bovistum,,
967361,,Thiocapsa,,rosea,,
967362,,Thiocapsa,,pendens,,
967363,,Thiocapsa,,litoralis,,
967364,,Thiocapsa,,marina,,
967365,,Thiocapsa,,roseopersicina,,
967366,,Thioclava,,pacifica,,
967367,,Thiococcus,,pfennigii,,
967368,,Thiocystis,,violascens,,
967369,,Thiocystis,,minor,,
967370,,Thiocystis,,cadagnonensis,,
967371,,Thiocystis,,chemoclinalis,,
967372,,Thiocystis,,violacea,,
967373,,Thiocystis,,gelatinosa,,
967374,,Thiodictyon,,elegans,,
967375,,Thiodictyon,,bacillosum,,
967376,,Thiofaba,,tepidiphila,,
967377,,Thioflavicoccus,,mobilis,,
967378,,Thiohalobacter,,thiocyanaticus,,
967379,,Thiohalocapsa,,halophila,,
967380,,Thiohalocapsa,,marina,,
967381,,Thiohalomonas,,denitrificans,,
967382,,Thiohalomonas,,nitratireducens,,
967383,,Thiohalophilus,,thiocyanatoxydans,,
967384,,Thiohalorhabdus,,denitrificans,,
967385,,Thiohalospira,,halophila,,
967386,,Thiohalospira,,alkaliphila,,
967387,,Thiolamprovum,,pedioforme,,
967388,,Thiomargarita,,namibiensis,,
967389,,Thiomicrospira,,thyasirae,,
967390,,Thiomicrospira,,crunogena,,
967391,,Thiomicrospira,,kuenenii,,
967392,,Thiomicrospira,,frisia,,
967393,,Thiomicrospira,,chilensis,,
967394,,Thiomicrospira,,thermophila,,
967395,,Thiomicrospira,,psychrophila,,
967396,,Thiomicrospira,,arctica,,
967397,,Thiomicrospira,,halophila,,
967398,,Thiomicrospira,,pelophila,,
967399,,Thiomonas,,delicata,,
967400,,Thiomonas,,intermedia,,
967401,,Thiomonas,,perometabolis,,
967402,,Thiomonas,,thermosulfata,,
967403,,Thiomonas,,arsenitoxydans,,
967404,,Thiomonas,,bhubaneswarensis,,
967405,,Thiomonas,,islandica,,
967406,,Thiopedia,,rosea,,
967407,,Thiophaeococcus,,mangrovi,,
967408,,Thioploca,,araucae,,
967409,,Thioploca,,chileae,,
967410,,Thioploca,,ingrica,,
967411,,Thioploca,,schmidlei,,
967412,,Thioprofundum,,lithotrophicum,,
967413,,Thioprofundum,,hispidum,,
967414,,Thioreductor,,micantisoli,,
967415,,Thiorhodococcus,,minor,,
967416,,Thiorhodococcus,,modestalkaliphilus,,
967417,,Thiorhodococcus,,mannitoliphagus,,
967418,,Thiorhodococcus,,kakinadensis,,
967419,,Thiorhodococcus,,bheemlicus,,
967420,,Thiorhodospira,,sibirica,,
967421,,Thiorhodovibrio,,winogradskyi,,
967422,,Thiospira,,winogradskyi,,
967423,,Thiospirillum,,jenense,,
967424,,Thiothrix,,unzii,,
967425,,Thiothrix,,fructosivorans,,
967426,,Thiothrix,,eikelboomii,,
967427,,Thiothrix,,defluvii,,
967428,,Thiothrix,,disciformis,,
967429,,Thiothrix,,flexilis,,
967430,,Thiothrix,,caldifontis,,
967431,,Thiothrix,,lacustris,,
967432,,Thiothrix,,nivea,,
967433,,Thiovirga,,sulfuroxydans,,
967434,,Thiovulum,,majus,,
967435,,Thorsellia,,anophelis,,
967442,,Tistlia,,consotensis,,
967443,,Tistrella,,mobilis,,
967444,,Tistrella,,bauzanensis,,
967445,,Tolumonas,,auensis,,
967446,,Tolumonas,,osonensis,,
967448,,Toxothrix,,trichogenes,,
967449,,Trabulsiella,,guamensis,,
967450,,Trabulsiella,,odontotermitis,,
967451,,Tranquillimonas,,alkanivorans,,
967452,,Treponema,,bryantii,,
967453,,Treponema,,succinifaciens,,
967454,,Treponema,,saccharophilum,,
967455,,Treponema,,primitia,,
967456,,Treponema,,azotonutricium,,
967457,,Treponema,,pectinovorum,,
967458,,Treponema,,maltophilum,,
967459,,Treponema,,medium,,
967460,,Treponema,,amylovorum,,
967461,,Treponema,,lecithinolyticum,,
967462,,Treponema,,brennaborense,,
967463,,Treponema,,parvum,,
967464,,Treponema,,putidum,,
967465,,Treponema,,berlinense,,
967466,,Treponema,,porcinum,,
967467,,Treponema,,isoptericolens,,
967468,,Treponema,,pedis,,
967469,,Treponema,,denticola,,
967470,,Treponema,,minutum,,
967471,,Treponema,,pallidum,,
967472,,Treponema,,pertenue,,
967473,,Treponema,,paraluiscuniculi,,
967480,,Tropicibacter,,naphthalenivorans,,
967481,,Tropicibacter,,multivorans,,
967482,,Tropicimonas,,isoalkanivorans,,
967483,,Tropicimonas,,aquimaris,,
967484,,Truepera,,radiovictrix,,
967506,,Turneriella,,parva,,
967507,,Uliginosibacterium,,gangwonense,,
967508,,Ulvibacter,,litoralis,,
967509,,Ulvibacter,,antarcticus,,
967510,,Umboniibacter,,marinipuniceus,,
967512,,Undibacterium,,pigrum,,
967513,,Undibacterium,,parvum,,
967514,,Undibacterium,,oligocarboniphilum,,
967527,,Uruburuella,,suis,,
967528,,Vadicella,,arenosi,,
967537,,Vampirovibrio,,chlorellavorus,,
967539,,Variovorax,,paradoxus,,
967540,,Variovorax,,soli,,
967541,,Variovorax,,dokdonensis,,
967542,,Variovorax,,boronicumulans,,
967543,,Variovorax,,ginsengisoli,,
967544,,Vasilyevaea,,mishustinii,,
967545,,Vasilyevaea,,enhydra,,
967557,,Venenivibrio,,stagnispumantis,,
967558,,Verminephrobacter,,eiseniae,,
967559,,Verrucomicrobium,,spinosum,,
967564,,Vibrio,,proteolyticus,,
967565,,Vibrio,,vulnificus,,
967566,,Vibrio,,pelagius,,
967567,,Vibrio,,nigripulchritudo,,
967568,,Vibrio,,nereis,,
967569,,Vibrio,,natriegens,,
967570,,Vibrio,,campbellii,,
967571,,Vibrio,,gazogenes,,
967572,,Vibrio,,harveyi,,
967573,,Vibrio,,splendidus,,
967574,,Vibrio,,fluvialis,,
967575,,Vibrio,,mimicus,,
967576,,Vibrio,,ordalii,,
967577,,Vibrio,,orientalis,,
967578,,Vibrio,,furnissii,,
967579,,Vibrio,,cincinnatiensis,,
967580,,Vibrio,,rumoiensis,,
967581,,Vibrio,,tasmaniensis,,
967582,,Vibrio,,ponticus,,
967583,,Vibrio,,neonatus,,
967584,,Vibrio,,ezurae,,
967585,,Vibrio,,gallaecicus,,
967586,,Vibrio,,hippocampi,,
967587,,Vibrio,,celticus,,
967588,,Vibrio,,mangrovi,,
967589,,Vibrio,,sagamiensis,,
967590,,Vibrio,,plantisponsor,,
967591,,Vibrio,,cyclitrophicus,,
967592,,Vibrio,,shilonii,,
967593,,Vibrio,,diazotrophicus,,
967594,,Vibrio,,aestuarianus,,
967595,,Vibrio,,tubiashii,,
967596,,Vibrio,,mediterranei,,
967597,,Vibrio,,navarrensis,,
967598,,Vibrio,,mytili,,
967599,,Vibrio,,penaeicida,,
967600,,Vibrio,,ichthyoenteri,,
967601,,Vibrio,,tapetis,,
967602,,Vibrio,,scophthalmi,,
967603,,Vibrio,,diabolicus,,
967604,,Vibrio,,pectenicida,,
967605,,Vibrio,,halioticoli,,
967606,,Vibrio,,aerogenes,,
967607,,Vibrio,,lentus,,
967608,,Vibrio,,agarivorans,,
967609,,Vibrio,,fortis,,
967610,,Vibrio,,hepatarius,,
967611,,Vibrio,,pacinii,,
967612,,Vibrio,,superstes,,
967613,,Vibrio,,rotiferianus,,
967614,,Vibrio,,neptunius,,
967615,,Vibrio,,brasiliensis,,
967616,,Vibrio,,xuii,,
967617,,Vibrio,,coralliilyticus,,
967618,,Vibrio,,ruber,,
967619,,Vibrio,,pomeroyi,,
967620,,Vibrio,,kanaloae,,
967621,,Vibrio,,chagasii,,
967622,,Vibrio,,crassostreae,,
967623,,Vibrio,,hispanicus,,
967624,,Vibrio,,gallicus,,
967625,,Vibrio,,gigantis,,
967626,,Vibrio,,rhizosphaerae,,
967627,,Vibrio,,litoralis,,
967628,,Vibrio,,comitans,,
967629,,Vibrio,,inusitatus,,
967630,,Vibrio,,rarus,,
967631,,Vibrio,,porteresiae,,
967632,,Vibrio,,sinaloensis,,
967633,,Vibrio,,areninigrae,,
967634,,Vibrio,,breoganii,,
967635,,Vibrio,,azureus,,
967636,,Vibrio,,hangzhouensis,,
967637,,Vibrio,,casei,,
967638,,Vibrio,,atypicus,,
967639,,Vibrio,,owensii,,
967640,,Vibrio,,stylophorae,,
967641,,Vibrio,,atlanticus,,
967642,,Vibrio,,artabrorum,,
967643,,Vibrio,,variabilis,,
967644,,Vibrio,,maritimus,,
967645,,Vibrio,,communis,,
967646,,Vibrio,,marisflavi,,
967647,,Vibrio,,cholerae,,
967648,,Vibrio,,metschnikovii,,
967649,,Vibrio,,anguillarum,,
967650,,Vibrio,,alginolyticus,,
967651,,Victivallis,,vadensis,,
967682,,Vitellibacter,,vladivostokensis,,
967683,,Vitellibacter,,aestuarii,,
967684,,Vitreoscilla,,filiformis,,
967685,,Vitreoscilla,,beggiatoides,,
967686,,Vitreoscilla,,stercoraria,,
967687,,Vogesella,,indigofera,,
967688,,Vogesella,,perlucida,,
967689,,Vogesella,,lacus,,
967690,,Vogesella,,mureinivorans,,
967691,,Volucribacter,,amazonae,,
967692,,Volucribacter,,psittacicida,,
967694,,Vulcanithermus,,mediatlanticus,,
967695,,Waddlia,,chondrophila,,
967696,,Wandonia,,haliotis,,
967697,,Wautersia,,numazuensis,,
967698,,Wautersiella,,falsenii,,
967699,,Weeksella,,virosa,,
967715,,Wenxinia,,marina,,
967716,,Wigglesworthia,,glossinidia,,
967725,,Winogradskyella,,poriferorum,,
967726,,Winogradskyella,,epiphytica,,
967727,,Winogradskyella,,thalassocola,,
967728,,Winogradskyella,,eximia,,
967729,,Winogradskyella,,arenosi,,
967730,,Winogradskyella,,echinorum,,
967731,,Winogradskyella,,rapida,,
967732,,Winogradskyella,,exilis,,
967733,,Winogradskyella,,pacifica,,
967734,,Winogradskyella,,lutea,,
967735,,Wohlfahrtiimonas,,chitiniclastica,,
967736,,Wolbachia,,melophagi,,
967737,,Wolbachia,,pipientis,,
967738,,Wolbachia,,persica,,
967739,,Wolinella,,succinogenes,,
967740,,Woodsholea,,maritima,,
967741,,Xanthobacter,,agilis,,
967742,,Xanthobacter,,aminoxidans,,
967743,,Xanthobacter,,viscosus,,
967744,,Xanthobacter,,tagetidis,,
967745,,Xanthobacter,,flavus,,
967746,,Xanthobacter,,autotrophicus,,
967747,,Xanthomonas,,fuscans,,
967748,,Xanthomonas,,euvesicatoria,,
967749,,Xanthomonas,,perforans,,
967750,,Xanthomonas,,dyei,,
967751,,Xanthomonas,,alfalfae,,
967752,,Xanthomonas,,gardneri,,
967753,,Xanthomonas,,arboricola,,
967754,,Xanthomonas,,hortorum,,
967755,,Xanthomonas,,bromi,,
967756,,Xanthomonas,,codiaei,,
967757,,Xanthomonas,,melonis,,
967758,,Xanthomonas,,theicola,,
967759,,Xanthomonas,,sacchari,,
967760,,Xanthomonas,,vasicola,,
967761,,Xanthomonas,,cynarae,,
967762,,Xanthomonas,,phaseoli,,
967763,,Xanthomonas,,oryzae,,
967764,,Xanthomonas,,populi,,
967765,,Xanthomonas,,cassavae,,
967766,,Xanthomonas,,cucurbitae,,
967767,,Xanthomonas,,pisi,,
967768,,Xanthomonas,,vesicatoria,,
967769,,Xanthomonas,,translucens,,
967770,,Xanthomonas,,axonopodis,,
967771,,Xanthomonas,,campestris,,
967772,,Xanthomonas,,fragariae,,
967773,,Xanthomonas,,albilineans,,
967774,,Xenophilus,,azovorans,,
967775,,Xenophilus,,aerolatus,,
967776,,Xenorhabdus,,poinarii,,
967777,,Xenorhabdus,,beddingii,,
967778,,Xenorhabdus,,bovienii,,
967779,,Xenorhabdus,,japonica,,
967780,,Xenorhabdus,,innexi,,
967781,,Xenorhabdus,,ehlersii,,
967782,,Xenorhabdus,,szentirmaii,,
967783,,Xenorhabdus,,budapestensis,,
967784,,Xenorhabdus,,indica,,
967785,,Xenorhabdus,,cabanillasii,,
967786,,Xenorhabdus,,griffiniae,,
967787,,Xenorhabdus,,doucetiae,,
967788,,Xenorhabdus,,kozodoii,,
967789,,Xenorhabdus,,miraniensis,,
967790,,Xenorhabdus,,romanii,,
967791,,Xenorhabdus,,hominickii,,
967792,,Xenorhabdus,,mauleonii,,
967793,,Xenorhabdus,,koppenhoeferi,,
967794,,Xenorhabdus,,stockiae,,
967795,,Xenorhabdus,,vietnamensis,,
967796,,Xenorhabdus,,nematophila,,
967797,,Xylanibacter,,oryzae,,
967801,,Xylophilus,,ampelinus,,
967802,,Yangia,,pacifica,,
967806,,Yeosuana,,aromativorans,,
967807,,Yersinia,,kristensenii,,
967808,,Yersinia,,intermedia,,
967809,,Yersinia,,frederiksenii,,
967810,,Yersinia,,bercovieri,,
967811,,Yersinia,,massiliensis,,
967812,,Yersinia,,aldovae,,
967813,,Yersinia,,rohdei,,
967814,,Yersinia,,mollaretii,,
967815,,Yersinia,,aleksiciae,,
967816,,Yersinia,,similis,,
967817,,Yersinia,,pekkanenii,,
967818,,Yersinia,,nurmii,,
967819,,Yersinia,,entomophaga,,
967820,,Yersinia,,ruckeri,,
967821,,Yersinia,,pseudotuberculosis,,
967822,,Yersinia,,pestis,,
967824,,Yokenella,,regensburgei,,
967827,,Zavarzinella,,formosa,,
967828,,Zavarzinia,,compransoris,,
967829,,Zeaxanthinibacter,,enoshimensis,,
967833,,Zhongshania,,antarctica,,
967834,,Zhongshania,,guokunii,,
967835,,Zhouia,,amylolytica,,
967839,,Zobellella,,denitrificans,,
967840,,Zobellella,,taiwanensis,,
967841,,Zobellella,,aerophila,,
967842,,Zobellia,,uliginosa,,
967843,,Zobellia,,galactanivorans,,
967844,,Zobellia,,amurskyensis,,
967845,,Zobellia,,laminariae,,
967846,,Zobellia,,russellii,,
967847,,Zoogloea,,resiniphila,,
967848,,Zoogloea,,oryzae,,
967849,,Zoogloea,,caeni,,
967850,,Zoogloea,,ramigera,,
967851,,Zooshikella,,ganghwensis,,
967852,,Zunongwangia,,profunda,,
967853,,Zymobacter,,palmae,,
967,,Oscillatoria,,chlorina,,
968,,Oscillatoria,,granulata,,
969359,,Achromobacter,,xylosoxidans,,xylosoxidans
969360,,Acidovorax,,avenae,,avenae
969361,,Actinobacillus,,equuli,,equuli
969362,,Actinobacillus,,equuli,,haemolyticus
969368,,Aeromonas,,hydrophila,,dhakensis
969369,,Aeromonas,,hydrophila,,ranae
969370,,Aeromonas,,hydrophila,,anaerogenes
969371,,Aeromonas,,hydrophila,,hydrophila
969372,,Aeromonas,,salmonicida,,smithia
969373,,Aeromonas,,salmonicida,,pectinolytica
969374,,Aeromonas,,salmonicida,,masoucida
969375,,Aeromonas,,salmonicida,,salmonicida
969376,,Aeromonas,,salmonicida,,achromogenes
969379,,Alcaligenes,,faecalis,,faecalis
969380,,Alcaligenes,,faecalis,,parafaecalis
969381,,Alcaligenes,,faecalis,,phenolicus
