TSN,,Genus,,Species,,Variety
45081,,Nodosaria,,inflexa,,
45082,,Nodosaria,,intercellularis,,
45083,,Nodosaria,,quadrilaterata,,
45084,,Nodosaria,,radicula,,
45085,,Nodosaria,,raphanus,,
45086,,Nodosaria,,rugosa,,
45087,,Nodosaria,,sublineata,,
45088,,Saracenaria,,,,
45089,,Saracenaria,,latifrons,,
45090,,Saracenaria,,latifrons,,jamaicensis
45091,,Saracenaria,,acutauricularis,,
45092,,Saracenaria,,ampla,,
45093,,Saracenaria,,italica,,
45094,,Marginulinopsis,,,,
45095,,Marginulinopsis,,basispinosus,,
45096,,Marginulinopsis,,bradyi,,
45097,,Marginulinopsis,,subaculeata,,
45098,,Marginulinopsis,,subaculeata,,glabrata
45099,,Amphicoryna,,,,
45100,,Amphicoryna,,scalaris,,
45102,,Amphicoryna,,hirsuta,,
45103,,Amphicoryna,,hispida,,
45104,,Amphicoryna,,intercellularis,,
45105,,Lagenonodosaria,,,,
45106,,Lagenonodosaria,,hispida,,
45107,,Alfredosilvestris,,,,
45108,,Alfredosilvestris,,levinsoni,,
45109,,Chrysalogonium,,,,
45110,,Chrysalogonium,,brodermanni,,
45111,,Chrysalogonium,,piramidale,,
45112,,Chrysalogonium,,ritae,,
45113,,Vaginulina,,,,
45114,,Vaginulina,,americana,,
45115,,Orthomorphina,,,,
45116,,Orthomorphina,,candei,,
45117,,Orthomorphina,,obsoleta,,
45118,,Orthomorphina,,punctata,,
45119,,Planularia,,,,
45120,,Planularia,,cassis,,
45121,,Planularia,,gemmata,,
45122,,Rectoglandulina,,,,
45123,,Rectoglandulina,,aequalis,,
45124,,Plectofrondiculariinae,,,,
45125,,Lingulininae,,,,
45126,,Lingulina,,,,
45127,,Lingulina,,carinata,,
45128,,Lingulina,,seminuda,,
45129,,Vaginulinidae,,,,
45130,,Lenticulininae,,,,
45131,,Marginulininae,,,,
45132,,Vaginulininae,,,,
45133,,Polymorphinidae,,,,
45134,,Polymorphininae,,,,
45135,,Guttulina,,,,
45136,,Guttulina,,orientalis,,
45137,,Guttulina,,lactea,,
45138,,Guttulina,,australis,,
45139,,Guttulina,,problema,,
45140,,Guttulina,,pulchella,,
45141,,Guttulina,,vitrea,,
45142,,Sigmomorphina,,,,
45143,,Sigmomorphina,,trilocularis,,
45144,,Sigmomorphina,,williamsoni,,
45145,,Sigmomorphina,,pearceyi,,
45146,,Polymorphina,,,,
45147,,Polymorphina,,charlottensis,,
45148,,Polymorphina,,kincaidi,,
45149,,Polymorphina,,cylindroides,,
45150,,Polymorphina,,irregularis,,
45151,,Polymorphina,,rochefortiana,,
45152,,Polymorphina,,rugosa,,
45153,,Polymorphina,,sororia,,
45154,,Pseudopolymorphina,,,,
45155,,Pseudopolymorphina,,curta,,
45156,,Pseudopolymorphina,,ovalis,,
45157,,Globulina,,,,
45159,,Globulina,,glacialis,,
45161,,Globulina,,inaequalis,,
45162,,Globulina,,caribaea,,
45163,,Globulina,,gibba,,
45164,,Pyrulina,,,,
45165,,Pyrulina,,cylindroides,,
45166,,Pyrulina,,fusiformis,,
45167,,Edithaellinae,,,,
45168,,Webbinellinae,,,,
45169,,Webbinella,,,,
45170,,Webbinella,,hemisphaerica,,
45171,,Ramulininae,,,,
45172,,Ramulina,,,,
45173,,Ramulina,,globulifera,,
45174,,Glandulinidae,,,,
45175,,Glandulininae,,,,
45176,,Esosyrinx,,,,
45177,,Esosyrinx,,curta,,
45178,,Glandulina,,,,
45179,,Glandulina,,laevigata,,
45180,,Glandulina,,laevigata,,occidentalis
45181,,Glandulina,,spinata,,
45182,,Laryngosigma,,,,
45183,,Laryngosigma,,lactea,,
45184,,Laryngosigma,,williamsoni,,
45185,,Seabrookiinae,,,,
45186,,Seabrookia,,,,
45187,,Seabrookia,,earlandi,,
45188,,Oolininae,,,,
45189,,Fissurina,,,,
45190,,Fissurina,,agassizi,,
45191,,Fissurina,,cucurbitasema,,
45192,,Fissurina,,lucida,,
45193,,Fissurina,,annectens,,
45194,,Fissurina,,bradyi,,
45195,,Fissurina,,castanea,,
45196,,Fissurina,,clathrata,,
45197,,Fissurina,,fasciata,,
45198,,Fissurina,,fasciata,,spinosa
45199,,Fissurina,,submarginata,,
45200,,Fissurina,,flintiana,,
45201,,Fissurina,,flinti,,
45202,,Fissurina,,goreaui,,
45203,,Fissurina,,lacunata,,
45204,,Fissurina,,lagenoides,,
45205,,Fissurina,,marginata,,
45206,,Fissurina,,margino-perforata,,
45207,,Fissurina,,milletti,,
45208,,Fissurina,,orbignyana,,
45209,,Fissurina,,orbignyana,,antillea
45210,,Fissurina,,pellucida,,
45211,,Fissurina,,radiata-arcuata,,
45212,,Fissurina,,radiato-marginata,,
45213,,Fissurina,,pulchella,,
45214,,Oolina,,,,
45215,,Oolina,,apiopleura,,
45216,,Oolina,,borealis,,
45217,,Oolina,,hexagona,,
45218,,Oolina,,laevigata,,
45219,,Oolina,,lineatopunctata,,
45220,,Oolina,,melo,,
45221,,Oolina,,striatopunctata,,
45222,,Oolina,,williamsoni,,
45223,,Oolina,,costata,,
45224,,Oolina,,marginata,,
45226,,Oolina,,globosa,,
45227,,Oolina,,longispina,,
45228,,Oolina,,squamosa,,
45229,,Parafissurina,,,,
45230,,Parafissurina,,tectulostoma,,
45231,,Spirillinacea,,,,
45232,,Spirillinidae,,,,
45233,,Spirillininae,,,,
45234,,Spirillina,,,,
45235,,Spirillina,,vivipara,,
45236,,Spirillina,,decorata,,
45237,,Spirillina,,denticulata,,
45238,,Spirillina,,inequalis,,
45239,,Spirillina,,ornata,,
45240,,Spirillina,,toddae,,
45241,,Spirillina,,tuberculolimbata,,
45242,,Mychostomina,,,,
45243,,Mychostomina,,cariacoensis,,
45244,,Mychostomina,,lucida,,
45245,,Mychostomina,,revertens,,
45246,,Patellininae,,,,
45247,,Patellina,,,,
45248,,Patellina,,corrugata,,
45249,,Patellina,,advena,,
45250,,Patellinoides,,,,
45251,,Patellinoides,,depressa,,
45252,,Involutinidae,,,,
45253,,Rotaliellidae,,,,
45254,,Duostominacea,,,,
45255,,Asymmetrinidae,,,,
45256,,Duostominidae,,,,
45257,,Oberhauserellidae,,,,
45258,,Robertinacea,,,,
45259,,Ceratobuliminidae,,,,
45260,,Lamarckina,,,,
45261,,Lamarckina,,atlantica,,
45262,,Lamarckina,,scabra,,
45263,,Epistominidae,,,,
45264,,Epistomina,,,,
45265,,Epistomina,,elegans,,
45266,,Hoglundina,,,,
45267,,Hoglundina,,elegans,,
45268,,Mississippina,,,,
45269,,Mississippina,,concentrica,,
45270,,Robertinidae,,,,
45271,,Robertina,,,,
45272,,Robertina,,arctica,,
45273,,Robertina,,subcylindrica,,
45274,,Cushmanella,,,,
45275,,Cushmanella,,browni,,
45276,,Robertininae,,,,
45277,,Alliatininae,,,,
45278,,Ungulatellinae,,,,
45279,,Ungulatella,,,,
45280,,Ungulatella,,annulata,,
45281,,Ungulatella,,gracilis,,
45282,,Ungulatella,,imperialis,,
45283,,Buliminoidea,,,,
45284,,Turrilinidae,,,,
45285,,Turrilininae,,,,
45286,,Buliminella,,,,
45287,,Buliminella,,elegantissima,,
45288,,Buliminella,,subfusiformis,,
45289,,Buliminella,,basicostata,,
45290,,Buliminella,,californica,,
45291,,Buliminella,,madagascarensis,,
45292,,Buliminella,,milletti,,
45293,,Buliminella,,parallela,,
45294,,Buliminella,,silviae,,
45295,,Buliminella,,stainforthi,,
45296,,Buliminoides,,,,
45297,,Buliminoides,,curta,,
45298,,Buliminoides,,latissima,,
45299,,Buliminoides,,williamsonianus,,
45300,,Tosaia,,,,
45301,,Tosaia,,hanzawai,,
45302,,Lacosteininae,,,,
45303,,Buliminellinae,,,,
45304,,Sphaeroidinidae,,,,
45305,,Rectobolivina,,,,
45306,,Rectobolivina,,advena,,
45307,,Rectobolivina,,cumanensis,,
45308,,Rectobolivina,,dimorpha,,
45309,,Rectobolivina,,duarti,,
45310,,Rectobolivina,,hiwanneense,,
45311,,Rectobolivina,,limbata,,
45312,,Rectobolivina,,mayori,,
45313,,Rectobolivina,,nobilis,,
45314,,Rectobolivina,,porrecta,,
45315,,Rectobolivina,,raphana,,
45316,,Rectobolivina,,recticulosa,,
45317,,Bolivinitidae,,,,
45318,,Bolivina,,,,
45319,,Bolivina,,alata,,
45320,,Bolivina,,decussata,,
45321,,Bolivina,,oceanica,,
45322,,Bolivina,,pacifica,,
45323,,Bolivina,,subaenariensis,,
45324,,Bolivina,,subaenariensis,,mexicana
45325,,Bolivina,,porrecta,,
45326,,Bolivina,,pseudoplicata,,
45327,,Bolivina,,variabilis,,
45328,,Bolivina,,lowmani,,
45329,,Bolivina,,lowmani,,densipunctata
45330,,Bolivina,,striatula,,
45331,,Bolivina,,striatula,,spinata
45332,,Bolivina,,albatrossi,,
45333,,Bolivina,,alvarezi,,
45334,,Bolivina,,barbata,,
45335,,Bolivina,,bradyi,,
45336,,Bolivina,,brevior,,
45337,,Bolivina,,britannica,,
45338,,Bolivina,,canimarensis,,
45339,,Bolivina,,cochei,,
45340,,Bolivina,,cochei,,serrata
45341,,Bolivina,,venezuelana,,
45342,,Bolivina,,compacta,,
45343,,Bolivina,,currai,,
45344,,Bolivina,,daggarius,,
45345,,Bolivina,,difformis,,
45346,,Bolivina,,doniezi,,
45347,,Bolivina,,droogeri,,
45348,,Bolivina,,earlandi,,
45349,,Bolivina,,fragilis,,
45350,,Bolivina,,goesii,,
45351,,Bolivina,,gramen,,
45352,,Bolivina,,hastata,,
45353,,Bolivina,,inflata,,
45354,,Bolivina,,ligularia,,
45355,,Bolivina,,marginata,,
45356,,Bolivina,,minima,,
45357,,Bolivina,,nitida,,
45358,,Bolivina,,paula,,
45359,,Bolivina,,pisciformis,,
45360,,Bolivina,,pseudopunctata,,
45361,,Bolivina,,punctata,,
45362,,Bolivina,,robusta,,
45363,,Bolivina,,spathulata,,
45364,,Bolivina,,spatuloides,,
45365,,Bolivina,,subexcavata,,
45366,,Bolivina,,sublittoralis,,
45367,,Bolivina,,subspinescens,,
45368,,Bolivina,,tongi,,
45369,,Bolivina,,torqueata,,
45370,,Bolivina,,transluscens,,
45371,,Bolivina,,truncata,,
45372,,Bolivina,,vadescens,,
45373,,Bolivina,,vaughani,,
45374,,Bolivina,,vaughani,,cumanensis
45375,,Bolivinita,,,,
45376,,Bolivinita,,quadrilaterata,,
45377,,Bolivinita,,rhomboidalis,,
45378,,Islandiellidae,,,,
45379,,Cassidulinoides,,,,
45380,,Cassidulinoides,,bradyi,,
45381,,Cassidulinoides,,mexicana,,
45382,,Favocassidulina,,,,
45383,,Favocassidulina,,fava,,
45384,,Islandiella,,,,
45385,,Islandiella,,norcrossi,,
45386,,Islandiella,,norcrossi,,australis
45387,,Islandiella,,norcrossi,,norcrossi
45388,,Eouvigerinidae,,,,
45389,,Siphonodosaria,,,,
45390,,Siphonodosaria,,matanzana,,
45391,,Siphonodosaria,,recta,,
45392,,Buliminidae,,,,
45393,,Bulimininae,,,,
45394,,Globobulimina,,,,
45395,,Globobulimina,,auriculata,,
45396,,Globobulimina,,turgida,,
45397,,Globobulimina,,aperta,,
45398,,Globobulimina,,caribaea,,
45399,,Bulimina,,,,
45400,,Bulimina,,aculeata,,
45401,,Bulimina,,marginata,,
45402,,Bulimina,,affinis,,
45403,,Bulimina,,alazanensis,,
45404,,Bulimina,,buchiana,,
45405,,Bulimina,,costata,,
45406,,Bulimina,,exilis,,
45407,,Bulimina,,inflata,,
45408,,Bulimina,,inflata,,mexicana
45409,,Bulimina,,ovata,,
45410,,Bulimina,,pupoides,,
45411,,Bulimina,,pyrula,,
45412,,Bulimina,,pyrula,,spinescens
45413,,Bulimina,,spicata,,
45414,,Bulimina,,striata,,
45415,,Bulimina,,tenuis,,
45416,,Stainforthia,,,,
45417,,Stainforthia,,concava,,
45418,,Angulogerina,,,,
45419,,Angulogerina,,angulosa,,
45420,,Angulogerina,,fluens,,
45421,,Pavonininae,,,,
45422,,Chrysalidinella,,,,
45423,,Chrysalidinella,,dimorpha,,
45424,,Chrysalidinella,,miocenica,,
45425,,Reussella,,,,
45426,,Reussella,,atlantica,,
45427,,Reussella,,atlantica,,laevigata
45428,,Reussella,,minuta,,
45429,,Reussella,,mortenseni,,
45430,,Pavonina,,,,
45431,,Pavonina,,atlantica,,
45432,,Pavonina,,flabelliformis,,
45433,,Mimosina,,,,
45434,,Mimosina,,echinata,,
45435,,Uvigerinidae,,,,
45436,,Uvigerina,,,,
45437,,Uvigerina,,peregrina,,
45438,,Uvigerina,,juncea,,
45439,,Uvigerina,,parvula,,
45440,,Uvigerina,,bellula,,
45441,,Uvigerina,,ampullacea,,
45442,,Uvigerina,,auberiana,,
45443,,Uvigerina,,auberiana,,glabra
45444,,Uvigerina,,bermudezi,,
45445,,Uvigerina,,canariensis,,
45446,,Uvigerina,,flinti,,
45447,,Uvigerina,,hispidocostata,,
45448,,Uvigerina,,incilis,,
45449,,Uvigerina,,occidentalis,,
45450,,Uvigerina,,proboscidea,,
45451,,Uvigerina,,selseyensis,,
45452,,Uvigerina,,semicostata,,
45453,,Trifarina,,,,
45454,,Trifarina,,fluens,,
45455,,Trifarina,,angulosa,,
45456,,Trifarina,,bella,,
45457,,Trifarina,,bradyi,,
45458,,Trifarina,,carinata,,
45459,,Trifarina,,occidentalis,,
45460,,Virgulinopsis,,,,
45461,,Virgulinopsis,,cubana,,
45462,,Siphouvigerina,,,,
45463,,Siphouvigerina,,fimbriata,,
45464,,Siphouvigerina,,porrecta,,
45465,,Siphogenerina,,,,
45466,,Siphogenerina,,costata,,
45467,,Siphogenerina,,duartei,,
45468,,Siphogenerina,,striata,,
45469,,Sagrina,,,,
45470,,Sagrina,,pulchella,,
45471,,Rectuvigerina,,,,
45472,,Rectuvigerina,,royoi,,
45473,,Hopkinsina,,,,
45474,,Hopkinsina,,glabra,,
45475,,Hopkinsina,,milletti,,
45476,,Discorbacea,,,,
45477,,Discorbidae,,,,
45478,,Conorbininae,,,,
45479,,Serovaininae,,,,
45480,,Baggininae,,,,
45481,,Cancris,,,,
45482,,Cancris,,sagra,,
45483,,Cancris,,auricula,,
45484,,Cancris,,elongata,,
45485,,Cancris,,falconensis,,
45486,,Cancris,,higuerotensis,,
45487,,Cancris,,oblonga,,
45488,,Cancris,,semipunctata,,
45489,,Valvulineria,,,,
45490,,Valvulineria,,minuta,,
45491,,Valvulineria,,mexicana,,
45492,,Valvulineria,,marzaleki,,
45493,,Valvulineria,,humilis,,
45494,,Valvulineria,,biohermalis,,
45495,,Rugidia,,,,
45496,,Rugidia,,minuta,,
45497,,Physalidia,,,,
45498,,Physalidia,,earlandi,,
45499,,Baggina,,,,
45500,,Baggina,,philippiensis,,
45501,,Discorbinae,,,,
45502,,Rosalina,,,,
45503,,Rosalina,,ornatissima,,
45504,,Rosalina,,wrighti,,
45505,,Rosalina,,columbiensis,,
45506,,Rosalina,,floridana,,
45507,,Rosalina,,adhaerens,,
45508,,Rosalina,,advena,,
45509,,Rosalina,,bahamaensis,,
45510,,Rosalina,,bulbosa,,
45511,,Rosalina,,bulbosa,,helicoidales
45512,,Rosalina,,concinna,,
45513,,Rosalina,,floridensis,,
45514,,Rosalina,,globospiralis,,
45515,,Rosalina,,globularis,,
45516,,Rosalina,,obtusa,,
45517,,Rosalina,,rugosa,,
45518,,Rosalina,,subaraucana,,
45519,,Rosalina,,suezensis,,
45520,,Rosalina,,valvulata,,
45521,,Rosalina,,valvulinerioides,,
45522,,Rosalina,,vivardeboanna,,
45523,,Rosalina,,williamsoni,,
45524,,Buccella,,,,
45525,,Buccella,,frigida,,
45526,,Buccella,,tenerrima,,
45527,,Buccella,,bollii,,
45528,,Buccella,,carididae,,
45529,,Buccella,,hannai,,
45530,,Buccella,,inuitata,,
45531,,Epistominella,,,,
45532,,Epistominella,,pacifica,,
45533,,Epistominella,,vitrea,,
45534,,Epistominella,,exigua,,
45535,,Asterellina,,,,
45537,,Asterellina,,puchella,,
45538,,Discorbinella,,,,
45539,,Discorbinella,,bertheloti,,
45541,,Discorbinella,,merecuanai,,
45542,,Discorbinella,,minuta,,
45543,,Discorbinella,,pustulata,,
45544,,Discorbis,,,,
45545,,Discorbis,,squamata,,
45546,,Discorbis,,vesicularis,,
45547,,Discorbis,,vesicularis,,elegans
45548,,Discorbis,,araucana,,
45549,,Discorbis,,auberi,,
45550,,Discorbis,,barbadosensis,,
45551,,Discorbis,,conica,,
45552,,Discorbis,,granulosa,,
45553,,Discorbis,,margaritaensis,,
45554,,Discorbis,,mira,,
45555,,Discorbis,,murrayi,,
45556,,Discorbis,,opercularis,,
45557,,Discorbis,,palmerae,,
45558,,Discorbis,,rosea,,
45559,,Discorbis,,semistriata,,
45560,,Discorbis,,torrei,,
45561,,Discorbis,,turbo,,
45562,,Discorbis,,umbonata,,
45563,,Bronnimannia,,,,
45564,,Bronnimannia,,caribaea,,
45565,,Bronnimannia,,palmerae,,
45566,,Eoeponidella,,,,
45567,,Eoeponidella,,manoconica,,
45568,,Eoeponidella,,nitidula,,
45569,,Gavelinopsis,,,,
45570,,Gavelinopsis,,bassleri,,
45571,,Stetsonia,,,,
45572,,Stetsonia,,minuta,,
45573,,Neoconorbium,,,,
45574,,Neoconorbium,,terquemi,,
45575,,Neoconorbina,,,,
45576,,Neoconorbina,,hialina,,
45577,,Neoconorbina,,mochimaensis,,
45578,,Neoconorbina,,stellata,,
45579,,Neoconorbina,,venezuelaensis,,
45580,,Laticarinina,,,,
45581,,Laticarinina,,pauperata,,
45582,,Helenina,,,,
45583,,Helenina,,anderseni,,
45584,,Planodiscorbis,,,,
45585,,Planodiscorbis,,rarescens,,
45586,,Rosalininae,,,,
45587,,Rotalia,,,,
45588,,Rotalia,,columbiensis,,
45589,,Rotalia,,deformis,,
45590,,Eponididae,,,,
45591,,Eponides,,,,
45592,,Eponides,,isabelleanus,,
45593,,Eponides,,wrighti,,
45594,,Eponides,,antillarum,,
45595,,Eponides,,punctulatus,,
45596,,Eponides,,pygmaea,,
45597,,Eponides,,regularis,,
45598,,Eponides,,repandus,,
45599,,Eponides,,tenera,,
45600,,Eponides,,trochus,,
45601,,Eponides,,tuberculatus,,
45602,,Eponides,,tumidulus,,
45603,,Eponides,,turgidus,,
45604,,Eponides,,umbonatus,,
45606,,Eponides,,bradyi,,
45607,,Eponides,,caribaea,,
45608,,Eponides,,karsteni,,
45609,,Eponides,,columbiensis,,
45610,,Poroeponides,,,,
45611,,Poroeponides,,lateralis,,
45612,,Glabratellidae,,,,
45613,,Glabratella,,,,
45614,,Glabratella,,altispira,,
45615,,Glabratella,,brasiliensis,,
45616,,Glabratella,,carinata,,
45617,,Glabratella,,charlottensis,,
45618,,Glabratella,,compressa,,
45619,,Glabratella,,elongata,,
45620,,Glabratella,,erecta,,
45621,,Glabratella,,globigeriniformis,,
45622,,Glabratella,,hexacamerata,,
45623,,Glabratella,,makinoi,,
45624,,Glabratella,,margaritacea,,
45625,,Glabratella,,mirabilis,,
45626,,Glabratella,,obtusa,,
45627,,Glabratella,,opercularis,,
45628,,Glabratella,,patelliformis,,
45629,,Glabratella,,pileolus,,
45630,,Glabratella,,pulvinata,,
45631,,Glabratella,,salasi,,
45632,,Glabratella,,tabernacularis,,
45633,,Glabratella,,testigoensis,,
45634,,Glabratella,,venezuelensis,,
45635,,Glabratella,,ornatissima,,
45636,,Glabratellina,,,,
45637,,Glabratellina,,sagrai,,
45638,,Angulodiscorbis,,,,
45639,,Angulodiscorbis,,corrugata,,
45640,,Heronallenia,,,,
45641,,Heronallenia,,calida,,
45642,,Heronallenia,,lingulata,,
45643,,Heronallenita,,,,
45644,,Heronallenita,,dorsocostata,,
45645,,Heronallenita,,nana,,
45646,,Heronallenita,,striatospinata,,
45647,,Pegidiidae,,,,
45648,,Pseudoparellidae,,,,
45649,,Laticarininidae,,,,
45650,,Epistomariidae,,,,
45651,,Palmerinella,,,,
45652,,Palmerinella,,palmerae,,
45653,,Siphoninidae,,,,
45654,,Siphonia,,,,
45655,,Siphonia,,primitiva,,
45656,,Siphonia,,pulchra,,
45657,,Siphonina,,,,
45658,,Siphonina,,tenuicarinata,,
45659,,Siphonina,,tubulosa,,
45660,,Siphonina,,bradyana,,
45661,,Siphonina,,reticulata,,
45662,,Siphoninella,,,,
45663,,Siphoninella,,soluta,,
45664,,Siphoninoides,,,,
45665,,Siphoninoides,,echinata,,
45666,,Siphoninoides,,glabra,,
45667,,Asterigerinidae,,,,
45668,,Asterigerina,,,,
45669,,Asterigerina,,carinata,,
45670,,Asterigerina,,lobata,,
45671,,Asterigerina,,gibbosa,,
45672,,Asterigerina,,madagascarensis,,
45673,,Asterigerina,,radiata,,
45674,,Amphisteginidae,,,,
45675,,Cibicididae,,,,
45676,,Planulininae,,,,
45677,,Planulina,,,,
45678,,Planulina,,ariminensis,,
45679,,Planulina,,foveolata,,
45680,,Planulina,,mera,,
45681,,Planulina,,wuellerstorfi,,
45682,,Planulina,,depressa,,
45683,,Planulina,,edwardsiana,,
45684,,Planulina,,exorna,,
45685,,Planulina,,ornata,,
45686,,Cibicidinae,,,,
45687,,Cibicides,,,,
45688,,Cibicides,,lobatulus,,
45689,,Cibicides,,floridana,,
45690,,Cibicides,,pseudoungeriana,,
45691,,Cibicides,,pseudoungeriana,,affixa
45692,,Cibicides,,deprimus,,
45693,,Cibicides,,advenus,,
45694,,Cibicides,,akneriana,,
45695,,Cibicides,,antilleanus,,
45696,,Cibicides,,cora,,
45697,,Cibicides,,corpulentus,,
45698,,Cibicides,,haidingeri,,
45699,,Cibicides,,io,,
45700,,Cibicides,,kullenbergi,,
45701,,Cibicides,,mayori,,
45702,,Cibicides,,mollis,,
45703,,Cibicides,,mundulus,,
45704,,Cibicides,,praecintus,,
45705,,Cibicides,,refulgens,,
45706,,Cibicides,,robertsonianus,,
45707,,Cibicides,,tubulifera,,
45708,,Cibicides,,umbonatus,,
45709,,Dyocibicides,,,,
45710,,Dyocibicides,,biserialis,,
45711,,Dyocibicides,,uniserialis,,
45712,,Caribeanella,,,,
45713,,Caribeanella,,polystoma,,
45714,,Cibicidella,,,,
45715,,Cibicidella,,variabilis,,
45716,,Rectocibicides,,,,
45717,,Rectocibicides,,miocenicus,,
45718,,Rupertininae,,,,
45719,,Rupertina,,,,
45720,,Rupertina,,stabilis,,
45721,,Planorbulinidae,,,,
45722,,Planorbulina,,,,
45723,,Planorbulina,,acervalis,,
45724,,Planorbulina,,mabahethi,,
45725,,Planorbulina,,mediterranensis,,
45726,,Planorbulina,,retinaculata,,
45727,,Planorbulinella,,,,
45728,,Planorbulinella,,larvata,,
45729,,Acervulinidae,,,,
45730,,Acervulina,,,,
45731,,Acervulina,,inhaerens,,
45732,,Sphaerogypsina,,,,
45733,,Sphaerogypsina,,globulus,,
45734,,Planogypsina,,,,
45735,,Planogypsina,,squamiformis,,
45736,,Gypsina,,,,
45737,,Gypsina,,discus,,
45738,,Gypsina,,plana,,
45739,,Gypsina,,vesicularis,,
45740,,Cymbaloporidae,,,,
45741,,Cymbaloporetta,,,,
45742,,Cymbaloporetta,,atlantica,,
45743,,Cymbaloporetta,,bradyi,,
45744,,Cymbaloporetta,,poeyi,,
45745,,Cymbaloporetta,,roquesensis,,
45746,,Cymbaloporetta,,squammosa,,
45747,,Cymbaloporetta,,tobagoensis,,
45748,,Homotrematidae,,,,
45749,,Sporadotrema,,,,
45750,,Sporadotrema,,cylindrica,,
45751,,Sporadotrema,,rubra,,
45752,,Homotrematinae,,,,
45753,,Miniacina,,,,
45754,,Miniacina,,miniacea,,
45755,,Homotrema,,,,
45756,,Homotrema,,rubra,,
45757,,Victoriellinae,,,,
45758,,Carpenteria,,,,
45759,,Carpenteria,,balaniformis,,
45760,,Carpenteria,,candei,,
45761,,Carpenteria,,hassleri,,
45762,,Carpenteria,,monticularis,,
45763,,Carpenteria,,proteiformis,,
45764,,Carpenteria,,utricularis,,
45765,,Globigerinoidea,,,,
45766,,Heterohelicidae,,,,
45767,,Guembelitriinae,,,,
45768,,Heterohelicinae,,,,
45769,,Chiloguembelinidae,,,,
45770,,Planomalinidae,,,,
45771,,Planomalina,,,,
45772,,Planomalina,,buxtorfi,,
45773,,Schackoinidae,,,,
45774,,Hedbergellidae,,,,
45775,,Globotruncanidae,,,,
45776,,Rotaliporinae,,,,
45777,,Globotruncanellinae,,,,
45778,,Globotruncaninae,,,,
45779,,Globorotaliidae,,,,
45780,,Candeininae,,,,
45781,,Globorotaliinae,,,,
45782,,Globorotalia,,,,
45783,,Globorotalia,,scitula,,
45784,,Globorotalia,,aequa,,
45785,,Globorotalia,,gracilis,,
45786,,Globorotalia,,nana,,
45787,,Globorotalia,,pusilla,,
45788,,Globorotalia,,tumida,,
45789,,Globorotalia,,uncinata,,
45790,,Hantkeninidae,,,,
45791,,Hantkenininae,,,,
45792,,Cassigerinellinae,,,,
45793,,Catapsydracidae,,,,
45794,,Globigerinidae,,,,
45795,,Globigerininae,,,,
45796,,Globigerina,,,,
45797,,Globigerina,,bulloides,,
45798,,Globigerina,,eggeri,,
45799,,Globigerina,,pachyderma,,
45800,,Globigerina,,quinqueloba,,
45801,,Globigerina,,dutertrei,,
45802,,Globigerina,,ampliapertura,,
45803,,Globigerina,,gravelli,,
45804,,Globigerina,,senni,,
45805,,Globigerina,,tripartita,,
45806,,Globigerina,,aequilateralis,,
45807,,Globigerina,,digitata,,
45808,,Globigerina,,involuta,,
45809,,Globigerina,,ouachitaensis,,
45810,,Globigerina,,infracretacea,,
45811,,Globigerina,,rubescens,,
45814,,Globigerina,,trilobata,,
45815,,Globigerina,,quadrilobata,,
45816,,Orbulina,,,,
45817,,Orbulina,,universa,,
45818,,Orbulina,,bilobata,,
45819,,Orbulina,,suturalis,,
45820,,Globigerinita,,,,
45821,,Globigerinita,,glutinata,,
45822,,Hastigerininae,,,,
45823,,Hastigerina,,,,
45824,,Hastigerina,,pelagica,,
45825,,Hastigerina,,micra,,
45826,,Hastigerina,,aequilateralis,,
45827,,Rotalioidea,,,,
45828,,Rotaliidae,,,,
45829,,Rotaliinae,,,,
45830,,Ammonia,,,,
45831,,Ammonia,,beccarii,,
45832,,Ammonia,,beccarii,,tepida
45833,,Ammonia,,jacksoni,,
45834,,Ammonia,,pauciloculata,,
45835,,Ammonia,,rolshauseni,,
45836,,Ammonia,,sarmientoi,,
45837,,Ammonia,,translucens,,
45838,,Cuvillierininae,,,,
45839,,Chapmanininae,,,,
45840,,Calcarinidae,,,,
45841,,Calcarina,,,,
45842,,Calcarina,,calcar,,
45843,,Calcarina,,pulchella,,
45844,,Elphidiidae,,,,
45845,,Elphidiinae,,,,
45846,,Elphidium,,,,
45847,,Elphidium,,bartletti,,
45848,,Elphidium,,clavatum,,
45849,,Elphidium,,frigidum,,
45850,,Elphidium,,oregonense,,
45851,,Elphidium,,orbiculare,,
45852,,Elphidium,,galvestonense,,
45853,,Elphidium,,incertum,,
45854,,Elphidium,,subarcticum,,
45855,,Elphidium,,gunteri,,
45856,,Elphidium,,advenum,,
45857,,Elphidium,,articulatum,,
45858,,Elphidium,,cariacoense,,
45859,,Elphidium,,delicatulum,,
45860,,Elphidium,,discoidale,,
45861,,Elphidium,,elegantum,,
45862,,Elphidium,,excavatum,,
45863,,Elphidium,,hispidulum,,
45864,,Elphidium,,koeboeense,,
45865,,Elphidium,,kugleri,,
45866,,Elphidium,,lanieri,,
45867,,Elphidium,,lessonii,,
45868,,Elphidium,,macellum,,
45869,,Elphidium,,margaritaceum,,
45870,,Elphidium,,mexicanum,,
45871,,Elphidium,,milletti,,
45872,,Elphidium,,morenoi,,
45873,,Elphidium,,norvangi,,
45874,,Elphidium,,owenianum,,
45875,,Elphidium,,poeyanum,,
45876,,Elphidium,,rugulosum,,
