TSN,,Genus,,Species,,Variety
44301,,Loftusiinae,,,,
44302,,Hemicyclammininae,,,,
44303,,Cyclammininae,,,,
44304,,Cyclammina,,,,
44305,,Cyclammina,,bradyi,,
44306,,Cyclammina,,cancellata,,
44307,,Cyclammina,,compressa,,
44308,,Cyclammina,,pauciloculata,,
44309,,Cyclammina,,pusilla,,
44310,,Cyclammina,,senegalensis,,
44311,,Spirocyclininae,,,,
44312,,Mesoendothyrinae,,,,
44313,,Textulariidae,,,,
44314,,Spiroplectammininae,,,,
44315,,Spiroplectammina,,,,
44316,,Spiroplectammina,,biformis,,
44317,,Spiroplectammina,,floridana,,
44318,,Textulariinae,,,,
44319,,Textularia,,,,
44320,,Textularia,,torquata,,
44321,,Textularia,,goesii,,
44322,,Textularia,,earlandi,,
44323,,Textularia,,mayori,,
44324,,Textularia,,conica,,
44325,,Textularia,,agglutinans,,
44326,,Textularia,,albatrossi,,
44327,,Textularia,,aspera,,
44328,,Textularia,,clava,,
44329,,Textularia,,candeiana,,
44330,,Textularia,,caribaea,,
44331,,Textularia,,corrugata,,
44332,,Textularia,,cuneiformis,,
44333,,Textularia,,flinti,,
44334,,Textularia,,flinti,,curta
44335,,Textularia,,flinti,,flinti
44336,,Textularia,,foliacea,,
44337,,Textularia,,foliacea,,occidentalis
44338,,Textularia,,foliacea,,foliacea
44339,,Textularia,,gramen,,
44340,,Textularia,,kerimbaensis,,
44341,,Textularia,,lateralis,,
44342,,Textularia,,lythostrota,,
44343,,Textularia,,mexicana,,
44344,,Textularia,,oceanica,,
44345,,Textularia,,parvula,,
44346,,Textularia,,porrecta,,
44347,,Textularia,,pseudotrochus,,
44348,,Textularia,,schencki,,
44349,,Textularia,,sica,,
44350,,Textularia,,subplana,,
44351,,Textularia,,wiesneri,,
44352,,Textularia,,pseudoturris,,
44353,,Bigenerina,,,,
44354,,Bigenerina,,irregularis,,
44355,,Bigenerina,,lytta,,
44356,,Bigenerina,,nodosaria,,
44357,,Bigenerina,,perna,,
44358,,Bigenerina,,textularioidea,,
44359,,Cribrobigenerina,,,,
44360,,Cribrobigenerina,,parkerae,,
44361,,Pseudobolivininae,,,,
44362,,Siphotextularia,,,,
44363,,Siphotextularia,,affinis,,
44364,,Siphotextularia,,concava,,
44365,,Siphotextularia,,concava,,heterostoma
44366,,Siphotextularia,,saulcyana,,
44367,,Siphotextularia,,rolshauseni,,
44368,,Siphotextularia,,curta,,
44369,,Siphotextularia,,olianaensis,,
44370,,Pseudobolivina,,,,
44371,,Pseudobolivina,,arenacea,,
44372,,Pseudobolivina,,fusiformis,,
44373,,Pseudobolivina,,heronalleni,,
44374,,Pseudobolivina,,spiculata,,
44375,,Pseudobolivina,,walshi,,
44376,,Planctostoma,,,,
44377,,Planctostoma,,bermudezii,,
44378,,Planctostoma,,luculenta,,
44379,,Haeuslerella,,,,
44380,,Haeuslerella,,hoeglundi,,
44381,,Plectorecurvoidinae,,,,
44382,,Tawitawiinae,,,,
44383,,Trochamminidae,,,,
44384,,Trochammininae,,,,
44385,,Trochammina,,,,
44386,,Trochammina,,advena,,
44387,,Trochammina,,rotaliformis,,
44388,,Trochammina,,squamata,,
44389,,Trochammina,,lobata,,
44390,,Trochammina,,ochracea,,
44391,,Trochammina,,pacifica,,
44392,,Trochammina,,inflata,,
44393,,Trochammina,,macrescens,,
44394,,Trochammina,,compacta,,
44395,,Trochammina,,quadriloba,,
44396,,Trochammina,,conglobata,,
44397,,Trochammina,,discorbis,,
44398,,Trochammina,,globigeriniformis,,
44399,,Trochammina,,globulosa,,
44400,,Trochammina,,laevigata,,
44401,,Trochammina,,nana,,
44402,,Trochammina,,nitida,,
44403,,Trochammina,,subturbinata,,
44404,,Trochammina,,vesicularis,,
44405,,Tiphotrocha,,,,
44406,,Tiphotrocha,,comprimata,,
44407,,Tiphotrocha,,concava,,
44408,,Arenoparrella,,,,
44409,,Arenoparrella,,mexicana,,
44410,,Ammosphaeroidina,,,,
44411,,Ammosphaeroidina,,sphaeroidiniformis,,
44412,,Cystammina,,,,
44413,,Cystammina,,pauciloculata,,
44414,,Cystammina,,aguayoi,,
44415,,Cystammina,,galeata,,
44416,,Asterotrochammina,,,,
44417,,Asterotrochammina,,delicatula,,
44418,,Tritaxis,,,,
44419,,Tritaxis,,fusca,,
44420,,Rotaliammina,,,,
44421,,Rotaliammina,,carinata,,
44422,,Rotaliammina,,mayori,,
44423,,Siphotrochammina,,,,
44424,,Siphotrochammina,,challengeri,,
44425,,Siphotrochammina,,lobata,,
44426,,Remaneicinae,,,,
44427,,Remaneica,,,,
44428,,Remaneica,,gonzalezi,,
44429,,Remaneica,,kelletae,,
44430,,Valvulinidae,,,,
44431,,Gaudryina,,,,
44432,,Gaudryina,,arenaria,,
44433,,Gaudryina,,aequa,,
44434,,Gaudryina,,atlantica,,
44435,,Gaudryina,,compressa,,
44436,,Gaudryina,,conica,,
44437,,Gaudryina,,convexa,,
44438,,Gaudryina,,exilis,,
44439,,Gaudryina,,flinti,,
44440,,Gaudryina,,pauperata,,
44441,,Gaudryina,,pseudofiliformis,,
44442,,Gaudryina,,quadrangularis,,
44443,,Gaudryina,,quadrangularis,,antillana
44444,,Gaudryina,,quadrangularis,,quadrangularis
44445,,Gaudryina,,robusta,,
44446,,Gaudryina,,rudis,,
44447,,Gaudryina,,siphonifera,,
44448,,Gaudryina,,testigosensis,,
44449,,Gaudryina,,triquetra,,
44450,,Verneuilininae,,,,
44451,,Verneuilina,,,,
44452,,Verneuilina,,tricarinata,,
44453,,Barbourina,,,,
44454,,Barbourina,,atlantica,,
44455,,Rudigaudryina,,,,
44456,,Rudigaudryina,,inepta,,
44457,,Globotextulariinae,,,,
44458,,Eggerella,,,,
44459,,Eggerella,,advena,,
44460,,Eggerella,,bradyi,,
44461,,Eggerella,,affixa,,
44462,,Eggerella,,humboldti,,
44463,,Dorothia,,,,
44464,,Dorothia,,bradyana,,
44465,,Dorothia,,caribaea,,
44466,,Dorothia,,exilis,,
44467,,Dorothia,,pseudoturris,,
44468,,Dorothia,,scabra,,
44469,,Karreriella,,,,
44470,,Karreriella,,baccata,,
44471,,Karreriella,,affinis,,
44472,,Karreriella,,apicularis,,
44473,,Karreriella,,bradyi,,
44474,,Karreriella,,caribaea,,
44475,,Karreriella,,catenata,,
44476,,Cribrogoesella,,,,
44477,,Cribrogoesella,,robusta,,
44478,,Globotextularia,,,,
44479,,Globotextularia,,anceps,,
44480,,Valvulininae,,,,
44481,,Goesella,,,,
44482,,Goesella,,flinti,,
44483,,Martinottiella,,,,
44485,,Martinottiella,,primaeva,,
44488,,Martinottiella,,nodulosa,,
44489,,Martinottiella,,communis,,
44490,,Martinottiella,,occidentalis,,
44491,,Martinottiella,,pallida,,
44492,,Martinottiella,,gymnesica,,
44493,,Clavulina,,,,
44494,,Clavulina,,novangliae,,
44496,,Clavulina,,angularis,,
44497,,Clavulina,,curta,,
44498,,Clavulina,,difformis,,
44499,,Clavulina,,flintiana,,
44500,,Clavulina,,gracilis,,
44501,,Clavulina,,mexicana,,
44502,,Clavulina,,nodosaria,,
44503,,Clavulina,,tricarinata,,
44504,,Cylindroclavulina,,,,
44505,,Cylindroclavulina,,bradyi,,
44506,,Valvulina,,,,
44507,,Valvulina,,oviedoiana,,
44508,,Valvulina,,pennatula,,
44509,,Dusenburyina,,,,
44510,,Dusenburyina,,procera,,
44511,,Discorinopsis,,,,
44512,,Discorinopsis,,vadescens,,
44513,,Plectina,,,,
44514,,Plectina,,nanissima,,
44515,,Cribrobulimina,,,,
44516,,Cribrobulimina,,polystoma,,
44517,,Ataxophragmiidae,,,,
44518,,Cubanina,,,,
44519,,Cubanina,,polyphragma,,
44520,,Tritaxilina,,,,
44521,,Tritaxilina,,atlantica,,
44522,,Tritaxilina,,yasicaensis,,
44523,,Liebusella,,,,
44524,,Liebusella,,soldanii,,
44525,,Cuneolina,,,,
44526,,Cuneolina,,angusta,,
44527,,Textulariellidae,,,,
44528,,Pfenderinidae,,,,
44529,,Pfenderininae,,,,
44530,,Kurnubiinae,,,,
44531,,Coskinolininae,,,,
44532,,Dicyclinidae,,,,
44533,,Cyclolininae,,,,
44534,,Dicyclininae,,,,
44535,,Orbitolinidae,,,,
44536,,Dictyoconinae,,,,
44537,,Orbitolininae,,,,
44538,,Fusulinina,,,,
44539,,Parathuramminacea,,,,
44540,,Parathuramminidae,,,,
44541,,Caligellidae,,,,
44542,,Moravamminidae,,,,
44543,,Earlandiinae,,,,
44544,,Moravammininae,,,,
44545,,Endothyracea,,,,
44546,,Tuberitininae,,,,
44547,,Nodosinellinae,,,,
44548,,Colaniellidae,,,,
44549,,Ptychocladiidae,,,,
44550,,Palaeotextulariidae,,,,
44551,,Semitextulariidae,,,,
44552,,Tetrataxidae,,,,
44553,,Biseriamminidae,,,,
44554,,Tournayellidae,,,,
44555,,Loeblichiidae,,,,
44556,,Endothyridae,,,,
44557,,Endothyrinae,,,,
44558,,Haplophragmellinae,,,,
44559,,Endothyranopsinae,,,,
44560,,Bradyininae,,,,
44561,,Archaediscidae,,,,
44562,,Archaediscinae,,,,
44563,,Robuloidinae,,,,
44564,,Lasiodiscidae,,,,
44565,,Fusulinacea,,,,
44566,,Ozawainellidae,,,,
44567,,Ozawaiinellinae,,,,
44568,,Pseudostaffellinae,,,,
44569,,Staffellidae,,,,
44570,,Staffellinae,,,,
44571,,Pseudoendothyrinae,,,,
44572,,Schubertellidae,,,,
44573,,Schubertellinae,,,,
44574,,Boultoniinae,,,,
44575,,Fusulinidae,,,,
44576,,Fusulinellinae,,,,
44577,,Fusulininae,,,,
44578,,Eofusulininae,,,,
44579,,Schwagerinidae,,,,
44580,,Schwagerininae,,,,
44581,,Pseudoschwagerininae,,,,
44582,,Polydiexodininae,,,,
44583,,Chusenellinae,,,,
44584,,Verbeekinidae,,,,
44585,,Verbeekininae,,,,
44586,,Misellininae,,,,
44587,,Pseudodoliolininae,,,,
44588,,Neoschwagerinidae,,,,
44589,,Neoschwagerininae,,,,
44590,,Sumatrininae,,,,
44591,,Thailandininae,,,,
44592,,Miliolina,,,,
44593,,Miliolacea,,,,
44594,,Fischerinidae,,,,
44595,,Cyclogyrinae,,,,
44596,,Cyclogyra,,,,
44598,,Cyclogyra,,involvens,,
44600,,Cyclogyra,,foliacea,,
44602,,Cyclogyra,,crassisepta,,
44603,,Cyclogyra,,incerta,,
44604,,Cyclogyra,,lacunosa,,
44605,,Cyclogyra,,planorbis,,
44606,,Cyclogyra,,selseyensis,,
44607,,Cyclogyra,,lajollaensis,,
44608,,Cornuspiroides,,,,
44609,,Cornuspiroides,,foliacea,,
44610,,Fischerininae,,,,
44611,,Fischerina,,,,
44612,,Fischerina,,sphaera,,
44613,,Fischerinella,,,,
44614,,Fischerinella,,dubia,,
44615,,Fischerinella,,helix,,
44616,,Planispirinella,,,,
44617,,Planispirinella,,exigua,,
44618,,Calcivertellinae,,,,
44619,,Hemigordiopsidae,,,,
44620,,Nubeculariidae,,,,
44621,,Nubeculariinae,,,,
44622,,Cornuspiramia,,,,
44623,,Cornuspiramia,,antillarum,,
44624,,Webbina,,,,
44625,,Webbina,,decorata,,
44626,,Webbina,,rugosa,,
44627,,Nubecularia,,,,
44628,,Nubecularia,,lucifuga,,
44629,,Ophthalmidiinae,,,,
44630,,Cornuloculina,,,,
44631,,Cornuloculina,,balkwilli,,
44632,,Cornuloculina,,inconstans,,
44633,,Cornuloculina,,tumidula,,
44634,,Wiesnerella,,,,
44636,,Wiesnerella,,auriculata,,
44637,,Ophthalmidium,,,,
44638,,Ophthalmidium,,acutimargo,,
44639,,Spiroloculininae,,,,
44640,,Spiroloculina,,,,
44641,,Spiroloculina,,andereni,,
44642,,Spiroloculina,,antillarum,,
44643,,Spiroloculina,,arenata,,
44644,,Spiroloculina,,attenuata,,
44645,,Spiroloculina,,caduca,,
44646,,Spiroloculina,,communis,,
44647,,Spiroloculina,,compressa,,
44648,,Spiroloculina,,convexa,,
44649,,Spiroloculina,,dentata,,
44650,,Spiroloculina,,depressa,,
44651,,Spiroloculina,,depressa,,californica
44652,,Spiroloculina,,eximia,,
44653,,Spiroloculina,,grata,,
44654,,Spiroloculina,,grateloupi,,
44655,,Spiroloculina,,guppyi,,
44656,,Spiroloculina,,henbesti,,
44657,,Spiroloculina,,hyalina,,
44658,,Spiroloculina,,ornata,,
44659,,Spiroloculina,,planulata,,
44660,,Spiroloculina,,poeyiana,,
44661,,Spiroloculina,,robusta,,
44662,,Spiroloculina,,samoaensis,,
44663,,Nodobaculariinae,,,,
44664,,Nubeculina,,,,
44665,,Nubeculina,,divaricata,,
44666,,Nubeculina,,divaricata,,advena
44667,,Nubeculina,,divaricata,,divaricata
44668,,Nodobaculariella,,,,
44669,,Nodobaculariella,,convexiscula,,
44670,,Nodobaculariella,,mexicana,,
44671,,Nodobaculariella,,mucronata,,
44672,,Nodobaculariella,,striata,,
44673,,Nodobaculariella,,atlantica,,
44674,,Nodobaculariella,,cassis,,
44675,,Nodobacularia,,,,
44676,,Nodobacularia,,bonairensis,,
44677,,Nodobacularia,,minima,,
44678,,Nodobacularia,,sageninaeformis,,
44679,,Nodobacularia,,tibia,,
44680,,Discospirininae,,,,
44681,,Discospirina,,,,
44682,,Discospirina,,tenuissima,,
44683,,Miliolidae,,,,
44684,,Massilina,,,,
44685,,Massilina,,pratti,,
44686,,Massilina,,pulchra,,
44687,,Quinqueloculininae,,,,
44688,,Quinqueloculina,,,,
44689,,Quinqueloculina,,agglutinata,,
44690,,Quinqueloculina,,akneriana,,
44691,,Quinqueloculina,,arctica,,
44692,,Quinqueloculina,,frigida,,
44693,,Quinqueloculina,,seminulum,,
44694,,Quinqueloculina,,stalkeri,,
44695,,Quinqueloculina,,subrotunda,,
44696,,Quinqueloculina,,fusca,,
44697,,Quinqueloculina,,lata,,
44698,,Quinqueloculina,,jugosa,,
44699,,Quinqueloculina,,compta,,
44700,,Quinqueloculina,,polygona,,
44701,,Quinqueloculina,,vulgaris,,
44702,,Quinqueloculina,,poeyana,,
44703,,Quinqueloculina,,sabulosa,,
44704,,Quinqueloculina,,aguayoi,,
44705,,Quinqueloculina,,angulata,,
44706,,Quinqueloculina,,antillarum,,
44707,,Quinqueloculina,,auberiana,,
44708,,Quinqueloculina,,barbouri,,
44709,,Quinqueloculina,,berthelotiana,,
44710,,Quinqueloculina,,bicornis,,
44711,,Quinqueloculina,,bicostata,,
44712,,Quinqueloculina,,bidentata,,
44713,,Quinqueloculina,,bosciana,,
44714,,Quinqueloculina,,boueana,,
44715,,Quinqueloculina,,bradyana,,
44716,,Quinqueloculina,,brodermanni,,
44717,,Quinqueloculina,,candeiana,,
44718,,Quinqueloculina,,collumnosa,,
44719,,Quinqueloculina,,contorta,,
44720,,Quinqueloculina,,cookei,,
44721,,Quinqueloculina,,costata,,
44722,,Quinqueloculina,,crassa,,
44723,,Quinqueloculina,,cristata,,
44724,,Quinqueloculina,,cultrata,,
44725,,Quinqueloculina,,cuvieriana,,
44726,,Quinqueloculina,,denticarinata,,
44727,,Quinqueloculina,,disparilis,,
44728,,Quinqueloculina,,elegans,,
44729,,Quinqueloculina,,enoplostoma,,
44730,,Quinqueloculina,,exsculpta,,
44731,,Quinqueloculina,,funafutiensis,,
44732,,Quinqueloculina,,goesi,,
44733,,Quinqueloculina,,kerimbatica,,
44734,,Quinqueloculina,,kerimbatica,,philippinensis
44735,,Quinqueloculina,,kerimbatica,,kerimbatica
44736,,Quinqueloculina,,laevigata,,
44737,,Quinqueloculina,,lamarckiana,,
44738,,Quinqueloculina,,limbata,,
44739,,Quinqueloculina,,magoi,,
44740,,Quinqueloculina,,norvangi,,
44741,,Quinqueloculina,,parkeri,,
44742,,Quinqueloculina,,parkeri,,occidentalis
44743,,Quinqueloculina,,parkeri,,parkeri
44744,,Quinqueloculina,,petrophila,,
44745,,Quinqueloculina,,planciana,,
44746,,Quinqueloculina,,procera,,
44747,,Quinqueloculina,,pulchella,,
44748,,Quinqueloculina,,reticulata,,
44749,,Quinqueloculina,,reticulostriata,,
44750,,Quinqueloculina,,rhodiensis,,
44751,,Quinqueloculina,,riveroae,,
44752,,Quinqueloculina,,sagra,,
44753,,Quinqueloculina,,samoaensis,,
44754,,Quinqueloculina,,sclerotica,,
44755,,Quinqueloculina,,semireticulosa,,
44756,,Quinqueloculina,,striata,,
44757,,Quinqueloculina,,subpoeyana,,
44758,,Quinqueloculina,,subpolygona,,
44759,,Quinqueloculina,,tenagos,,
44760,,Quinqueloculina,,torrei,,
44761,,Quinqueloculina,,tricarinata,,
44762,,Quinqueloculina,,tropicalis,,
44763,,Quinqueloculina,,undosa,,
44764,,Quinqueloculina,,venezuelaensis,,
44765,,Quinqueloculina,,venusta,,
44766,,Quinqueloculina,,wiesneri,,
44767,,Quinqueloculina,,intricata,,
44768,,Quinqueloculina,,patagoni,,
44769,,Quinqueloculina,,angulostriata,,
44770,,Sigmoilina,,,,
44771,,Sigmoilina,,distorta,,
44772,,Sigmoilina,,sigmoidea,,
44773,,Sigmoilina,,tenuis,,
44774,,Triloculina,,,,
44775,,Triloculina,,rotunda,,
44776,,Triloculina,,obliquinodus,,
44777,,Triloculina,,baldai,,
44778,,Triloculina,,bassensis,,
44779,,Triloculina,,bertheliniana,,
44780,,Triloculina,,bicarinata,,
44781,,Triloculina,,brongniartiana,,
44782,,Triloculina,,carinata,,
44783,,Triloculina,,costifera,,
44784,,Triloculina,,echinata,,
44785,,Triloculina,,elongata,,
44786,,Triloculina,,fiterrei,,
44787,,Triloculina,,fiterrei,,meningoi
44788,,Triloculina,,gracilis,,
44789,,Triloculina,,insignis,,
44790,,Triloculina,,linneiana,,
44791,,Triloculina,,nasuta,,
44792,,Triloculina,,oblonga,,
44793,,Triloculina,,oblongoides,,
44794,,Triloculina,,orbignyi,,
44795,,Triloculina,,planciana,,
44796,,Triloculina,,quadrilateralis,,
44797,,Triloculina,,schreiberiana,,
44798,,Triloculina,,sidebottomi,,
44799,,Triloculina,,striatotrigonula,,
44800,,Triloculina,,striolata,,
44801,,Triloculina,,suborbicularis,,
44802,,Triloculina,,terquemiana,,
44803,,Triloculina,,tortuosa,,
44804,,Triloculina,,transversestriata,,
44805,,Triloculina,,tricarinata,,
44806,,Triloculina,,trigonula,,
44807,,Triloculina,,viguerasi,,
44808,,Cruciloculina,,,,
44809,,Cruciloculina,,triangularis,,
44810,,Pyrgo,,,,
44811,,Pyrgo,,abyssorum,,
44812,,Pyrgo,,depressa,,
44813,,Pyrgo,,lucernula,,
44814,,Pyrgo,,rotalaria,,
44815,,Pyrgo,,vespertilio,,
44816,,Pyrgo,,striatella,,
44817,,Pyrgo,,subsphaerica,,
44818,,Pyrgo,,anomala,,
44819,,Pyrgo,,carinata,,
44820,,Pyrgo,,comata,,
44821,,Pyrgo,,cuspidata,,
44822,,Pyrgo,,denticulata,,
44823,,Pyrgo,,denticulata,,edentata
44824,,Pyrgo,,denticulata,,striolata
44825,,Pyrgo,,elongata,,
44826,,Pyrgo,,fornasinii,,
44827,,Pyrgo,,globula,,
44828,,Pyrgo,,johnsoni,,
44829,,Pyrgo,,jugosa,,
44830,,Pyrgo,,laevis,,
44831,,Pyrgo,,murrhana,,
44832,,Pyrgo,,nasuta,,
44833,,Pyrgo,,oblonga,,
44834,,Pyrgo,,qeensis,,
44835,,Pyrgo,,triloculina,,
44836,,Pyrgo,,tubulosa,,
44837,,Pyrgo,,williamsoni,,
44838,,Pyrgoella,,,,
44839,,Pyrgoella,,sphaera,,
44840,,Pateoris,,,,
44841,,Pateoris,,hauerinoides,,
44842,,Dentostomina,,,,
44843,,Dentostomina,,aguayoi,,
44844,,Dentostomina,,bermudiana,,
44845,,Flintina,,,,
44846,,Flintina,,clenchi,,
44847,,Flintina,,crassatina,,
44848,,Siphonaptera,,,,
44850,,Siphonaptera,,horrida,,
44851,,Siphonaperta,,,,
44852,,Siphonaperta,,sabulosa,,
44853,,Spirosigmoilina,,,,
44854,,Spirosigmoilina,,distorta,,
44855,,Sigmoilopsis,,,,
44856,,Sigmoilopsis,,schlumbergi,,
44857,,Miliolinellinae,,,,
44858,,Biloculinella,,,,
44859,,Biloculinella,,globula,,
44860,,Miliolinella,,,,
44861,,Miliolinella,,californica,,
44862,,Miliolinella,,circularis,,
44863,,Miliolinella,,fichteliana,,
44864,,Miliolinella,,labiosa,,
44865,,Miliolinella,,loeblichi,,
44866,,Miliolinella,,obliquinoda,,
44867,,Miliolinella,,semicostata,,
44868,,Miliolinella,,sublineata,,
44869,,Miliolinella,,suborbicularis,,
44870,,Miliolinella,,subrotunda,,
44871,,Nummoloculina,,,,
44872,,Nummoloculina,,irregularis,,
44873,,Scutuloris,,,,
44874,,Scutuloris,,dilatata,,
44875,,Miliolinae,,,,
44876,,Ammomassilina,,,,
44877,,Ammomassilina,,alveoliniformis,,
44878,,Schlumbergerina,,,,
44879,,Schlumbergerina,,alveoliniformis,,
44880,,Schlumbergerina,,occidentalis,,
44881,,Heterillina,,,,
44882,,Heterillina,,cribrostoma,,
44883,,Hauerina,,,,
44884,,Hauerina,,fragilissima,,
44885,,Hauerina,,howelli,,
44886,,Hauerina,,occidentalis,,
44887,,Hauerina,,speciosa,,
44888,,Fabulariinae,,,,
44889,,Riveroina,,,,
44890,,Riveroina,,caribaea,,
44891,,Tubinellinae,,,,
44892,,Articulina,,,,
44893,,Articulina,,antillarum,,
44894,,Articulina,,atlantica,,
44895,,Articulina,,lineata,,
44896,,Articulina,,mayori,,
44897,,Articulina,,pacifica,,
44898,,Articulina,,paucicostasa,,
44899,,Articulina,,sagra,,
44900,,Articulina,,scrobiculata,,
44901,,Articulina,,sulcata,,
44902,,Tubinella,,,,
44903,,Tubinella,,perforata,,
44904,,Tubinella,,inornata,,
44905,,Tubinella,,funalis,,
44906,,Parrina,,,,
44907,,Parrina,,bradyi,,
44908,,Squamulinidae,,,,
44909,,Milioliporidae,,,,
44910,,Soritidae,,,,
44911,,Peneroplinae,,,,
44912,,Peneroplis,,,,
44914,,Peneroplis,,arietinus,,
44915,,Peneroplis,,bradyi,,
44916,,Peneroplis,,carinatus,,
44917,,Peneroplis,,crassus,,
44918,,Peneroplis,,discoideus,,
44919,,Peneroplis,,laevigatus,,
44920,,Peneroplis,,pertusus,,
44921,,Peneroplis,,planatus,,
44922,,Peneroplis,,proteus,,
44923,,Dendritina,,,,
44924,,Dendritina,,elegans,,
44925,,Dendritina,,antillarum,,
44926,,Monalysidium,,,,
44927,,Monalysidium,,politum,,
44928,,Puteolina,,,,
44929,,Puteolina,,pseudodiscoidea,,
44930,,Meandropsininae,,,,
44931,,Broeckina,,,,
44932,,Broeckina,,orbitolitoides,,
44933,,Rhapydionininae,,,,
44934,,Ripacubana,,,,
44935,,Ripacubana,,conica,,
44936,,Archaiasinae,,,,
44937,,Archaias,,,,
44938,,Archaias,,angulatus,,
44939,,Archaias,,compressus,,
44940,,Soritinae,,,,
44941,,Amphisorus,,,,
44942,,Amphisorus,,hemprichii,,
44943,,Sorites,,,,
44944,,Sorites,,orbitolitoides,,
44945,,Sorites,,marginalis,,
44946,,Marginopora,,,,
44947,,Marginopora,,vertebralis,,
44948,,Keramosphaerinae,,,,
44949,,Alveolinidae,,,,
44950,,Borelis,,,,
44951,,Borelis,,pulchra,,
44952,,Rotaliina,,,,
44953,,Nodosariacea,,,,
44954,,Nodosariidae,,,,
44955,,Nodosariinae,,,,
44956,,Lenticulina,,,,
44958,,Lenticulina,,nikobarensis,,
44960,,Lenticulina,,occidentalis,,
44962,,Lenticulina,,strongi,,
44964,,Lenticulina,,calcar,,
44965,,Lenticulina,,peregrina,,
44966,,Lenticulina,,septentrionalis,,
44967,,Lenticulina,,americana,,
44968,,Lenticulina,,antillea,,
44969,,Lenticulina,,atlantica,,
44970,,Lenticulina,,bowdenensis,,
44971,,Lenticulina,,convergens,,
44972,,Lenticulina,,cultrata,,
44973,,Lenticulina,,cushmani,,
44974,,Lenticulina,,echinata,,
44975,,Lenticulina,,formosa,,
44976,,Lenticulina,,gibba,,
44977,,Lenticulina,,lota,,
44978,,Lenticulina,,lucida,,
44979,,Lenticulina,,orbicularis,,
44980,,Lenticulina,,submamilligera,,
44981,,Lenticulina,,torrida,,
44982,,Lenticulina,,vortex,,
44983,,Astacolus,,,,
44984,,Astacolus,,planulatus,,
44985,,Astacolus,,albatrossi,,
44986,,Astacolus,,crepidulus,,
44987,,Astacolus,,occidentalis,,
44988,,Astacolus,,schoenbachi,,
44989,,Marginulina,,,,
44990,,Marginulina,,glabra,,
44991,,Marginulina,,glabra,,obesa
44992,,Marginulina,,bachii,,
44993,,Marginulina,,advena,,
44994,,Marginulina,,planata,,
44995,,Marginulina,,raphanus,,
44996,,Marginulina,,spinigera,,
44997,,Marginulina,,striatula,,
44998,,Dentalina,,,,
44999,,Dentalina,,baggi,,
45000,,Dentalina,,decepta,,
45001,,Dentalina,,subsoluta,,
45002,,Dentalina,,ittai,,
45003,,Dentalina,,communis,,
45004,,Dentalina,,communis,,annulata
45005,,Dentalina,,communis,,obliqua
45006,,Dentalina,,mucronata,,
45007,,Dentalina,,acicula,,
45008,,Dentalina,,advena,,
45009,,Dentalina,,bermudensis,,
45010,,Dentalina,,consobrina,,
45011,,Dentalina,,consobrina,,emaciata
45012,,Dentalina,,exilis,,
45013,,Dentalina,,filiformis,,
45014,,Dentalina,,flinti,,
45015,,Dentalina,,frobisherensis,,
45016,,Dentalina,,nodosa,,
45017,,Dentalina,,obliqua,,
45018,,Dentalina,,obliqua,,sulcata
45019,,Dentalina,,obliqua,,obliqua
45020,,Dentalina,,pauperata,,
45021,,Pseudonodosaria,,,,
45022,,Pseudonodosaria,,radicula,,
45023,,Pseudonodosaria,,glans,,
45024,,Pseudonodosaria,,occidentalis,,
45025,,Pseudonodosaria,,tenuistriata,,
45026,,Pseudonodosaria,,torrida,,
45027,,Vaginulinopsis,,,,
45028,,Vaginulinopsis,,bacheii,,
45029,,Frondicularia,,,,
45030,,Frondicularia,,gigas,,
45031,,Frondicularia,,complanata,,
45032,,Frondicularia,,complanata,,concinna
45033,,Frondicularia,,sagittula,,
45034,,Lagena,,,,
45035,,Lagena,,amphora,,
45036,,Lagena,,distoma,,
45037,,Lagena,,elongata,,
45038,,Lagena,,hispidula,,
45039,,Lagena,,laevis,,
45040,,Lagena,,laevis,,desmophora
45041,,Lagena,,laevis,,tetragona
45042,,Lagena,,meridionalis,,
45043,,Lagena,,pliocenica,,
45044,,Lagena,,striata,,
45045,,Lagena,,gracillima,,
45046,,Lagena,,acuticosta,,
45047,,Lagena,,clavata,,
45048,,Lagena,,substriata,,
45049,,Lagena,,sulcata,,
45050,,Lagena,,vulgaris,,
45051,,Lagena,,advena,,
45052,,Lagena,,ampulla-distoma,,
45053,,Lagena,,apiopleura,,
45054,,Lagena,,chasteri,,
45055,,Lagena,,gracilis,,
45056,,Lagena,,hispida,,
45057,,Lagena,,hoglundi,,
45058,,Lagena,,inusitata,,
45059,,Lagena,,mollis,,
45060,,Lagena,,paradoxa,,
45061,,Lagena,,perlucida,,
45062,,Lagena,,plumigera,,
45063,,Lagena,,polygona,,
45064,,Lagena,,quadrata,,
45065,,Lagena,,semilineata,,
45066,,Lagena,,spicata,,
45067,,Lagena,,spiralis,,
45068,,Lagena,,sublagenoides,,
45069,,Lagena,,texta,,
45070,,Nodosaria,,,,
45071,,Nodosaria,,flinti,,
45072,,Nodosaria,,pyrula,,
45073,,Nodosaria,,pyrula,,semirugosa
45074,,Nodosaria,,vertebralis,,
45075,,Nodosaria,,albatrossi,,
45076,,Nodosaria,,atlantica,,
45077,,Nodosaria,,catesbyi,,
45078,,Nodosaria,,comatula,,
45079,,Nodosaria,,ericsoni,,
45080,,Nodosaria,,farcimen,,
