"SITEID_12","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol"
"NLA12_MI-R09","NLA06608-R5:OTTAWA",46.08092364,-88.76960025,214.2152974,25.9,6.907320347,467.3,4,4030106,50,50,"Region_5",228,2340,135,10,3635,8.53,13.1833333333333,5.53058823529412
"NLA12_MN-101","NLA06608-0958",47.58635938,-93.37906583,145.755289,9.9,12.39140554,412.98,7,7010103,50,50,"Region_5",122.7,11325,654.5,32,8185.5,8.275,17.0474358974359,5.49104575163399
"NLA12_MN-102","NLA06608-1347",47.06932181,-92.00102773,39.88678068,6.1,3.563279225,428.28,4,4010202,50,50,"Region_5",121.7,8610,503,44,23041,7.8,18.065,5.49104575163399
"NLA12_MN-103","NLA06608-0771",46.43683525,-93.95778597,91.63863792,2,5.895503745,384.85,7,7010104,50,50,"Region_5",52.5,8980,688,36,4341,7.52,24,5.52699346405229
"NLA12_MN-104","NLA06608-1326",46.70148609,-95.74794403,54.36967377,2.9,3.480711541,415.2,9,9020103,51,51,"Region_5",201,6440,659,38,16535,9.46,25.9371794871795,5.5756862745098
"NLA12_MN-105","NLA06608-0526",47.94718951,-91.39257365,24.04895921,4.8,3.477815022,460.42,9,9030001,50,50,"Region_5",31.4,18190,395,26,3174,6.82,16.7416666666667,5.75686274509804
"NLA12_MN-106","NLA06608-1390",45.91935185,-95.39679944,467.7618235,17.5,13.71375949,413.52,7,7010108,51,51,"Region_5",372,6820,633,48,12951,8.64,19.0961538461538,5.70529411764706
"NLA12_MN-107","NLA06608-0551",45.10841972,-94.16285979,219.651007,14.5,7.211484629,294.56,7,7010204,51,51,"Region_5",545,8710,4063,98,7141,8.56,17.3102564102564,5.70529411764706
"NLA12_MN-108","NLA06608-0942",47.0737093,-94.60199282,105.3593499,24,6.059424186,402.25,7,7010102,50,50,"Region_5",273,4560,395,21,10961,8.61,13.0115384615385,5.59098039215686
"NLA12_MN-109","NLA06608-1018",47.66784492,-90.98889692,42.06111957,1.6,3.17292971,511.99,4,4010101,50,50,"Region_5",38,11530,1055,25,2943,7.35,21.9166666666667,5.75686274509804
"NLA12_MN-110","NLA06608-0990",46.23642761,-94.33290643,144.0471314,4.8,5.954351704,357.17,7,7010104,50,50,"Region_5",216,10900,791,40,16295,8.57,23.9410256410256,5.5756862745098
"NLA12_MN-111","NLA06608-1447",45.07573342,-93.12970047,63.74591101,9.1,3.791391775,270.25,7,7010206,51,51,"Region_5",407,7330,679,20,948,8.64,17.1415256410256,5.75797385620915
"NLA12_MN-112","NLA06608-0279",44.19518716,-93.9005398,186.683289,3.1,9.456984918,300.84,7,7020011,51,51,"Region_5",269,15720,2894,159,12430,9.11,22.6589743589744,5.83287581699346
"NLA12_MN-113","NLA06608-1111",44.43065079,-96.29029849,34.05383469,1.6,2.496035306,521.78,7,7020004,46,46,"Region_5",776,12670,3844,236,46872,8.62,26.2474358974359,5.92143790849673
"NLA12_MN-114","NLA06608-1239",45.23853942,-94.95293761,72.6803554,3.1,6.98763801,361.19,7,7010204,51,51,"Region_5",363,14890,3006,159,20219,9.22,21.95,5.70529411764706
"NLA12_MN-115","NLA06608-1198",46.41942533,-95.84002249,34.54004043,10.6,2.558299651,405.95,9,9020103,51,51,"Region_5",303,4980,544,56,19313,8.76,18.9214102564103,5.5756862745098
"NLA12_MN-116","NLA06608-0679",44.90729392,-93.24242122,80.6717677,8.5,4.278820781,248.15,7,7010206,51,51,"Region_5",478,6430,1026,30,5524,8.46,24.7285714285714,5.83287581699346
"NLA12_MN-118","NLA06608-0167",44.94545187,-94.0350912,70.19571133,1,3.994630926,302.17,7,7010205,51,51,"Region_5",750,18310,4900,524,17887,9.85,23.7,5.82575163398693
"NLA12_MN-119","NLA06608-0359",45.40861219,-96.62584248,4821.588144,4,102.7742856,294.63,7,7020001,46,46,"Region_5",1241,9160,1364,152,30760,8.69,24.9051282051282,5.83993464052288
"NLA12_MN-120","NLA06608-1134",46.97471381,-95.6549086,742.9581336,3.9,13.78730967,448.36,9,9020103,50,50,"Region_5",242,8350,734,46,12764,8.42,13.95625,5.5756862745098
"NLA12_MN-121","NLA06608-1383",45.30812879,-95.10304092,907.0460674,9.5,26.99303304,365.04,7,7020005,51,51,"Region_5",386,11610,1453,54,12157,8.66,22.4961538461538,5.70529411764706
"NLA12_MN-122","NLA06608-1175",44.99667926,-94.34099995,428.302632,4,9.177586318,322.88,7,7010204,51,51,"Region_5",302,8300,791,38,7229,9.07,21.3289743589744,5.82575163398693
"NLA12_MN-123","",45.26728203,-96.37029506,2.270237866,4.85,0.866796345,308.06,7,7020001,46,46,"Region_5",1203,5235,1270.5,92,41637.5,8.2,20.7333333333333,5.83993464052288
"NLA12_MN-126","",46.98806594,-94.46779773,1.504053802,2.5,0.521950511,420.17,7,7010102,50,50,"Region_5",26.3,9090,766,28,259,7.22,25.874358974359,5.5756862745098
"NLA12_MN-127","",46.12736157,-96.13317067,13.55617998,2,1.847085886,340.36,9,9020101,48,48,"Region_5",753,15090,1994,110,30960,8.83,21.5769230769231,5.75803921568627
"NLA12_MN-130","",48.39551806,-92.65806118,39.82474224,3.6,4.989109254,347.51,9,9030003,50,50,"Region_5",38,14390,558,31,2720,6.33,20.5042307692308,5.43960784313725
"NLA12_MN-131","",47.64384931,-96.24137504,7.57304878,1.1,1.127885793,351.13,9,9020303,48,48,"Region_5",306,15230,1699,82,36582,8.98,25.6653846153846,5.70300653594771
"NLA12_MN-132","",45.52853972,-94.53488217,45.88686424,12,2.926992151,357.09,7,7010201,51,51,"Region_5",405,10770,976,38,10029,8.65,16.2885897435897,5.70529411764706
"NLA12_MN-135","",45.17625487,-95.15019259,22.56591079,1.1,3.315829079,347.04,7,7020004,47,47,"Region_5",437,19150,3875,259,17841,8.35,125.248717948718,5.70529411764706
"NLA12_MN-136","",45.86625548,-95.29576378,3.398836968,1.7,0.699344184,421.94,7,7010202,51,51,"Region_5",129.5,7990,904,82,14285,8.03,21.8142307692308,5.70529411764706
"NLA12_MN-137","",47.11718744,-96.01183873,15.27083539,1.3,2.059896726,374.33,9,9020108,48,48,"Region_5",897,21330,4638,272,3220,9.25,16.9,5.70300653594771
"NLA12_MN-138","",48.19502998,-90.87628104,7.789892555,3.1,1.471318284,442.91,9,9030001,50,50,"Region_5",30.8,18970,383,28,7027,6.89,21.15,5.23124183006536
"NLA12_MN-141","",46.39269586,-95.90356295,43.44862827,5.6,4.758362269,396.81,9,9020103,51,51,"Region_5",320,6130,531,41,19886,8.55,25.3038461538462,5.5756862745098
"NLA12_MN-143","",46.73240071,-96.07604509,3.956568953,1.7,0.771927526,411.64,9,9020103,51,51,"Region_5",314,12660,1885,69,6780,8.93,25.3294871794872,5.75803921568627
"NLA12_MN-144","",46.65012172,-94.12488338,5.551280412,1.8,1.583164128,378.13,7,7010105,50,50,"Region_5",166.4,7710,670,25,1790,8.76,24.5141025641026,5.5756862745098
"NLA12_MN-145","",45.18204986,-92.81783999,44.76190983,3.6,5.814377676,277.13,7,7030005,51,51,"Region_5",184.3,7310,688,28,1027,8.24,21.5978205128205,5.75797385620915
"NLA12_MN-147","",46.01981243,-92.58812118,17.3831634,4.4,1.818923637,296.35,7,7030001,50,50,"Region_5",20.4,7330,744,45,195,7.03,23.85,5.52699346405229
"NLA12_MN-150","",48.02221592,-91.43895436,12.0014399,3.5,1.522715988,427.26,9,9030001,50,50,"Region_5",63.6,19520,764,17,5307,7.31,20.0783333333333,5.23124183006536
"NLA12_MN-152","",45.42532395,-95.48193854,19.99487029,3.3,2.865947492,364.14,7,7020005,51,51,"Region_5",298,7980,1756,132,24243,8.83,22.0038461538462,5.70529411764706
"NLA12_MN-153","",47.05748973,-95.78259373,12.52942371,5.6,1.803463055,454.19,9,9020106,51,51,"Region_5",286,7270,586,22,5571,8.45,19.8870512820513,5.59098039215686
"NLA12_MN-157","",46.2537416,-95.9373614,35.25267076,6,3.252606434,390.66,9,9020103,51,51,"Region_5",970,15410,2049,86,22453,8.9,21.8620512820513,5.5756862745098
"NLA12_MN-158","",47.66607411,-95.78566673,15.63988771,1.8,2.258061151,380.45,9,9020305,48,48,"Region_5",314,16600,4363,425,22777,9.15,20.3935897435897,5.59098039215686
"NLA12_MN-160","",46.19672628,-94.57418003,2.691890753,4,0.628721924,404.17,7,7010104,50,50,"Region_5",18.47,9430,900,40,303,6.81,19.3,5.5756862745098
"NLA12_MN-162","",47.55974319,-93.03255611,10.91831676,6.3,1.377208057,434.27,7,7010103,50,50,"Region_5",52.4,16800,874,23,236,7.06,14.4025641025641,5.49104575163399
"NLA12_MN-163","",45.47428943,-93.34520865,141.3297998,2.6,8.211044841,278.98,7,7010207,51,51,"Region_5",235,7570,1268,107,10292,8.65,22.3,5.75797385620915
"NLA12_MN-167","",45.07766113,-94.8104013,57.22322125,2.9,3.533779977,342.16,7,7010205,47,47,"Region_5",361,8590,1580,172,17711,8.59,128.551282051282,5.70529411764706
"NLA12_MN-170","",47.91117443,-90.48657814,87.6231218,7.5,8.991054402,587.5,4,4010101,50,50,"Region_5",33.5,7980,396,32,6059,7.39,17.5857142857143,5.75686274509804
"NLA12_MN-171","",45.50796963,-96.51288831,1.121517679,1.3,0.448946075,346.17,9,9020102,46,46,"Region_5",1742,18830,1960,72,4791,8.62,23.3,5.83993464052288
"NLA12_MN-177","",44.2618758,-93.82457124,13.25696036,1.5,2.542163008,310.05,7,7020007,51,51,"Region_5",234,14090,2358,243,10788,8.24,25.2525641025641,5.83287581699346
"NLA12_MN-180","",45.85610163,-95.56327026,45.64690885,7.8,4.636495084,415.35,7,7010108,51,51,"Region_5",343,12010,1401,40,4780,8.68,18.2705128205128,5.70529411764706
"NLA12_MN-181","",47.24386707,-95.13155437,42.01730969,1.7,2.570383915,443.16,7,7010101,50,50,"Region_5",205,9300,941,49,16947,8.14,21.8,5.59098039215686
"NLA12_MN-R01","NLA06608-0110",46.87323752,-95.73232612,139.0504772,12.4,10.50970183,437.86,9,9020103,51,51,"Region_5",240,5930,540,11,1888,8.66,19.5961538461538,5.5756862745098
"NLA12_MO-101","NLA06608-0808",37.80745621,-94.20729855,11.75485577,3.15,1.713914062,253.52,10,10290105,40,40,"Region_7",182.05,7185,1268.5,95.5,5533,8.35,25.0166666666667,6.24562091503268
"NLA12_MO-102","NLA06608-2152",37.87140844,-93.28360934,3371.814665,10.8,188.0909424,256.6,10,10290107,39,39,"Region_7",266,4240,803,48,2631,8.38,21.4910256410256,6.18509803921569
"NLA12_MO-103","NLA06608-0076",39.41430868,-94.49779458,3008.069261,8.6,176.1627203,264.36,10,10240012,40,40,"Region_7",248,4810,689,34,1075,7.85,26.4666666666667,6.2756862745098
"NLA12_MO-104","NLA06608-0224",37.64948066,-90.58515268,70.64731132,7.5,6.050109161,323.96,8,8020202,39,39,"Region_7",188.7,3110,246,25,9530,7.72,22.3025641025641,6.13241830065359
"NLA12_MO-105","NLA06608-1056",38.0883808,-91.45203505,114.987483,6.7,11.18571599,271.02,7,7140103,39,39,"Region_7",95.3,5540,476,42,7387,7.44,25.2641025641026,6.17575163398693
"NLA12_MO-106","NLA06608-1504",36.91927707,-90.31725137,2844.071472,4.6,191.8481142,109.07,8,8020202,39,39,"Region_7",224,3000,1126,110,10369,8.44,26.3012820512821,6.30699346405229
"NLA12_MO-107","NLA06608-0608",36.59005203,-89.26963116,30.83716089,2.5,5.081840461,86.5,8,8010100,73,73,"Region_7",500,4600,985,200,10329,8.3,26.298717948718,6.26437908496732
"NLA12_MO-108","",36.6598375,-91.8828209,21.27235786,4.7,2.354498711,324.15,11,11010010,39,39,"Region_7",148.5,4050,349.5,26.5,7543.5,9.19,27.173717948718,6.24320261437908
"NLA12_MO-109","",39.15347063,-91.87233538,31.6189063,9.5,3.666828093,230.21,7,7110006,40,40,"Region_7",218,7450,1068,67,1180,8.87,18.3435897435897,6.18601307189542
"NLA12_MO-110","",38.4288935,-91.48070368,31.92801298,8.2,4.204276268,237.43,10,10290203,39,39,"Region_7",65.7,5520,354,29,7017,7.75,19.0871794871795,6.17575163398693
"NLA12_MO-115","",40.08080659,-93.57644014,26.65855087,6.8,3.423124608,241.13,10,10280102,40,40,"Region_7",197.7,6150,674,50,5714,8.41,22.2666666666667,6.24803921568627
"NLA12_MO-117","",37.91098069,-90.63089462,1.770425006,6.5,0.546060167,285.66,7,7140104,39,39,"Region_7",157.8,3680,245,10,1401,8.42,21.8448717948718,6.13241830065359
"NLA12_MO-119","",38.43441184,-93.877775,8.855996022,3.5,2.356782835,230.87,10,10290108,40,40,"Region_7",878,3860,326,27,4752,8.23,25.2025641025641,6.21444444444444
"NLA12_MO-120","",38.93934838,-91.28285684,4.328028714,3.6,0.877413507,226.45,7,7110008,40,40,"Region_7",169.8,7290,1305,69,3911,9.03,22.95,6.17575163398693
"NLA12_MO-122","",40.14196149,-92.57464272,5.282882156,3.6,1.161515796,282.99,7,7110005,40,40,"Region_7",205,10570,2289,235,5624,8.54,22.6794871794872,-0.359803921568627
"NLA12_MO-123","",38.62966176,-92.60391967,2.482681426,3.3,0.680138971,250.37,10,10300102,72,72,"Region_7",163.8,9670,1295,135,14432,8.45,21.9038461538462,6.17947712418301
"NLA12_MO-126","",40.23250489,-92.69885469,6.089044728,2.1,1.279781056,226.99,10,10280201,40,40,"Region_7",668,12980,2233,392,16840,8.17,26.3076923076923,-0.359803921568627
"NLA12_MO-R01","NLA06608-R767",37.72727909,-90.92263214,124.3663722,17.6,10.67356733,332.23,7,7140104,39,39,"Region_7",145.1,2610,195,8,3119,8.32,17.3051282051282,6.13241830065359
"NLA12_MO-R02","NLA06608-R770",37.38849146,-91.26210909,8.896604714,6,1.908151976,307.26,11,11010008,39,39,"Region_7",187.5,2810,401,18,6297,9.03,29.925641025641,6.14640522875817
"NLA12_MS-101","NLA06608-0327",31.70540961,-91.3744959,41.31889755,3.15,8.245881839,16.5,8,8060204,73,73,"Region_4",266.5,4410,1030,138.5,8615.5,8.79,30.7519230769231,6.01653594771242
"NLA12_MS-102","NLA06608-0812",31.89191158,-90.60141761,35.49878887,6.2,3.218615636,73.51,8,8060203,74,74,"Region_4",38.9,8010,521,36,1847,6.84,26.7728205128205,5.90647058823529
"NLA12_MS-103","NLA06608-1114",30.4715671,-88.61299272,25.56560548,7.5,4.692355592,15,3,3170006,75,75,"Region_4",392,6710,440,54,7850,7.34,31.3902564102564,5.96705882352941
"NLA12_MS-104","NLA06608-0828",33.14900152,-90.34987379,77.48474551,2.3,6.023183304,34.39,8,8030206,73,73,"Region_4",101.7,10300,1316,129,6543,7.73,29.0385897435897,6.10281045751634
"NLA12_MS-105","NLA06608-0986",31.30627821,-89.43517179,82.05680615,5.9,6.744627769,89.99,3,3170007,65,65,"Region_4",38.1,3170,296,21,6807,7.35,29.8533333333333,5.85888888888889
"NLA12_MS-106","NLA06608-2492",34.46148002,-89.68450516,12459.03136,6.1,240.2747408,82.01,8,8030201,65,65,"Region_4",81.5,3080,439,33,1099,7.75,NA,5.98633986928105
"NLA12_MS-107","NLA06608-0432",34.7222327,-90.07422849,3907.840954,5.2,102.3632228,65.5,8,8030204,74,74,"Region_4",73.9,2990,554,212,7280,7.71,24.5891666666667,6.05385620915033
"NLA12_MS-112","",33.59308863,-88.51092696,2.959573404,2.5,0.920207879,63.75,3,3160101,65,65,"Region_4",34.8,7090,506,37,1065,7.47,34.4791025641026,5.93346405228758
"NLA12_MS-119","",32.9204524,-90.01403557,8.523870462,6.2,1.362482864,90.21,8,8060201,74,74,"Region_4",27.9,6950,990,45,1130,7.55,27.6333333333333,6.08176470588235
"NLA12_MS-126","",30.82268187,-89.77545127,5.039237383,2.5,2.035656512,21.56,3,3180004,65,65,"Region_4",60.4,7690,760,82,7943,7.53,28.1133333333333,5.77137254901961
"NLA12_MS-128","",34.31385713,-88.59472024,7.809251811,6.3,1.833389239,123.47,3,3160101,65,65,"Region_4",112.2,5770,456,20,1870,8.66,31.8811538461538,6.0740522875817
"NLA12_MT-102","NLA06608-1857",48.24728982,-114.1209126,150.9848615,39.8,7.114451585,912.11,17,17010208,15,15,"Region_8",233.5,2290,178,23.5,8675.5,8.495,10.7647435897436,5.47653594771242
"NLA12_MT-103","NLA06608-1856",48.96610899,-109.7597298,54.88407471,2.5,4.23163108,845.16,10,10050007,42,42,"Region_8",550,18140,1599,339,2512,10.27,16.7179487179487,6.0581045751634
"NLA12_MT-104","NLA06608-0378",47.55763659,-112.4485198,532.2072995,8.9,16.38113097,1264,10,10030104,42,42,"Region_8",516,3310,216,29,9050,8.55,13.0614285714286,5.70921568627451
"NLA12_MT-105","NLA06608-0065",48.96435342,-115.1157742,89.52244797,21,7.365627576,766.43,17,17010101,15,15,"Region_8",216,990,83,20,6149,8.42,11.824358974359,5.47653594771242
"NLA12_MT-106","NLA06608-2800",47.68287539,-112.4617662,617.4968114,16.5,23.28446509,1332,10,10030104,42,42,"Region_8",283,2100,166,11,5324,8.46,18.1448717948718,5.70921568627451
"NLA12_MT-107","NLA06608-0385",48.24309476,-112.86716,39.84092601,2.7,2.792300909,1469.29,10,10030201,42,42,"Region_8",688,18960,1620,42,1708,9.1,19.1666666666667,5.69424836601307
"NLA12_MT-108","NLA06608-0064",48.89407384,-112.1682796,25.20793107,4.4,2.061274641,1208,10,10050002,42,42,"Region_8",1679,21290,2068,1344,26454,9.02,19.3641025641026,5.69424836601307
"NLA12_MT-109","NLA06608-0240",48.49534907,-107.5492524,1665.989451,7.8,51.92984979,677.97,10,10050004,42,42,"Region_8",852,6090,574,43,2070,8.69,17.7353947368421,5.9843137254902
"NLA12_MT-110","NLA06608-1377",45.86918044,-113.5489263,7.763512398,16.5,1.394078184,2412.81,10,10020004,16,16,"Region_8",15.1,2670,166,23,9069,7.2,9.67285714285715,6.10006535947712
"NLA12_MT-111","NLA06608-2881",48.45099337,-114.3814277,1335.843011,50,26.063186,913,17,17010210,15,15,"Region_8",163.2,1620,69,16,7141,8.37,10.4564102564103,5.47653594771242
"NLA12_MT-113","NLA06608-1008",47.88139248,-112.3163074,148.2741262,5.8,7.276624265,1258.03,10,10030205,42,42,"Region_8",387,1440,98,17,5853,8.47,12.6205128205128,5.70921568627451
"NLA12_MT-118","NLA06608-3760",48.83419438,-108.0100019,68.04423978,2.2,4.494636456,820.98,10,10050004,42,42,"Region_8",356,13190,1453,1378,19127,8.39,17.2987179487179,6.0581045751634
"NLA12_MT-119","",48.41240242,-110.0578148,18.71955896,1.5,4.96717422,810.05,10,10050006,42,42,"Region_8",3830,31400,4175,390,24,8.87,18.0487179487179,5.99921568627451
"NLA12_MT-120","",48.6294753,-114.3920285,7.457619833,4.3,1.299193649,1727.34,17,17010206,41,41,"Region_8",144.6,1530,168,12,3259,8.71,17.3025641025641,5.47653594771242
"NLA12_MT-124","",46.11821631,-113.37464,152.3346087,13.1,7.047217505,1847.62,17,17010202,17,17,"Region_8",180.1,1130,41,16,5907,8.44,15.2820512820513,5.94705882352941
"NLA12_MT-126","",48.98589819,-104.3737458,41.17842821,1.4,3.461382298,679.33,10,10060007,42,42,"Region_8",6720,35260,3195,355,5135,8.52,21.2474358974359,5.8881045751634
"NLA12_MT-135","",48.02656863,-109.6237599,9.820179156,7.2,1.472203654,1128.79,10,10040101,42,42,"Region_8",553,9860,3344,343,28045,9.11,16.7448717948718,6.0581045751634
"NLA12_MT-136","",48.95316293,-114.3227227,684.4517646,41,19.46116554,1222.86,17,17010206,41,41,"Region_8",112.7,680,113,10,3436,8.08,12.0551282051282,5.47653594771242
"NLA12_MT-138","",47.76171554,-108.4328294,4.34004528,3.7,1.050604045,912.18,10,10040104,42,42,"Region_8",2510,8880,883,78,3761,8.65,16.8001282051282,6.16790849673203
"NLA12_MT-140","",47.05943881,-113.9378325,17.92613315,18,1.859382258,2099.84,17,17010204,17,17,"Region_8",4.93,690,29,8,3624,6.66,9.62051282051282,5.70921568627451
"NLA12_MT-142","",48.4922034,-104.3108863,58.44614936,1.5,6.278669693,590.91,10,10060006,42,42,"Region_8",2550,24640,1901,103,6930,8.81,20.3435897435897,5.8881045751634
"NLA12_MT-143","",48.62106688,-113.1088007,19.11884624,5.6,1.636294517,1408.26,10,10030202,42,42,"Region_8",860,15790,1314,29,388,9.07,17.9192307692308,5.69424836601307
"NLA12_MT-144","",46.31276308,-110.0325058,125.3618461,3.5,6.223834387,1500.03,10,10040201,43,43,"Region_8",783,5250,601,91,11631,8.53,18.1025641025641,6.07267973856209
"NLA12_MT-151","",48.38062147,-110.9852659,9.503719636,1.6,2.241161315,913.5,10,10030203,42,42,"Region_8",372,27070,3550,738,1700,8.56,13.0833333333333,5.99921568627451
"NLA12_MT-152","",45.57835886,-113.0032413,11.18528712,12.5,1.519749413,2675.93,10,10020004,17,17,"Region_8",19.73,1360,249,11,3842,7.52,11.675641025641,6.10006535947712
"NLA12_MT-154","NLA06608-3968",48.84940875,-104.0593666,78.11089518,1,7.578304464,624.14,10,10060007,42,42,"Region_8",50470,105310,13413,3436,17988,9.61,11.87,5.8881045751634
"NLA12_MT-156","",46.6246241,-110.7383363,150.7199749,12.1,10.65545707,1672.89,10,10030103,43,43,"Region_8",319,2130,160,28,11832,8.49,17.6423076923077,6.07267973856209
"NLA12_MT-160","",46.04062349,-110.6921749,96.6656787,3.7,6.620051953,1556.15,10,10070003,43,43,"Region_8",712,9140,930,74,7528,9.29,20.8884615384615,6.07267973856209
"NLA12_MT-161","NLA06608-2790",48.05490061,-106.4419746,21.449213,6.8,2.206019979,619.62,10,10060001,42,42,"Region_8",2560,6420,604,65,7716,8.53,19.2525641025641,5.9843137254902
"NLA12_MT-162","",45.0394762,-109.7724842,27.6735667,22,3.339015792,2680.53,10,10070006,17,17,"Region_8",5.45,680,83,8,860,7.02,8.67320512820513,6.1783660130719
"NLA12_MT-164","",48.16778753,-114.3675211,92.42796828,35,5.882581251,1007.13,17,17010208,15,15,"Region_8",1091,12220,922.5,9.5,2055.5,9.07,10.9929487179487,5.47653594771242
"NLA12_MT-177","",47.87668819,-107.1252315,13.76857492,2,2.642163656,758.1,10,10050012,43,43,"Region_8",9379,16640,1353,46,222,8.76,16.1,6.07346405228758
"NLA12_NC-101","NLA06608-1113",35.76647764,-81.35761261,1558.998984,14.7,152.5229273,283.34,3,3050101,45,45,"Region_4",53.2,1930,645.5,46.5,11140,7.66,23.7012820512821,-0.656535947712418
"NLA12_NC-103","NLA06608-0665",35.05432224,-79.20656601,59.7174532,6,6.997578258,71.99,3,3030004,65,65,"Region_4",9.99,2720,114,11,909,5.6,22.5641025641026,5.91058823529412
"NLA12_NC-104","NLA06608-1245",34.93290273,-77.10482994,382.9388817,1.7,8.648136995,11.04,3,3020106,63,63,"Region_4",60.9,9330,650,36,263,4.26,29.1615384615385,6.02666666666667
"NLA12_NC-105","NLA06608-0191",35.18110441,-83.6799846,640.030334,42.5,45.14522579,916.56,6,6010202,66,66,"Region_4",16.03,700,41,15,7008,7.2,14.3769230769231,5.72607843137255
"NLA12_NC-107","",35.34715726,-78.62163532,1.467698529,3.4,0.463982019,54.1,3,3030006,65,65,"Region_4",52,6730,658,26,238,7.18,26.3089743589744,5.91228758169935
"NLA12_NC-108","",35.72677802,-82.08422324,69.73260796,11.7,5.635497893,427.5,3,3050101,66,66,"Region_4",24.6,1050,94,26,10520,7.24,14.6102564102564,5.6016339869281
"NLA12_NC-109","",35.14832536,-82.7166084,33.85708507,8.6,5.122414396,877.99,6,6010105,66,66,"Region_4",19.82,1520,115,12,3328,7.15,17.6897435897436,5.6016339869281
"NLA12_NC-114","",35.85874627,-78.66155303,15.05354221,4.1,2.038682547,76.12,3,3020201,45,45,"Region_4",40.8,4060,878,116,5446,7.21,24.9794871794872,5.91228758169935
