SITEID_07,LAT_DD,LON_DD,LakeArea,LakeDepth,LakePerim,LakeEleva,HUC2,HUC8,ECO3,ECO3_NAM,EPA_REG,Cond,DOC,NTL,PTL,Silica,pH,Temp,Sol,NUT_REG,NUTREG_NAME,ECO_NUTA,ECO3_X_ORIGIN,STATE,CNTYNAME,LAKE_ORIGIN,DATE
NLA06608-9999,44.64231,-71.651789,298.0776878,30,9.783865383,397.67,10,1080101,58,Northeastern Highlands,Region_1,28.99,2940,149,1,3001,7.17,11.252,5.095294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,VT,ESSEX,NATURAL,7/31/2007
NLA06608-ACAD_LAKES_0435,44.40788,-68.268509,7.388189851,4.4,1.476291905,42.81,1,1050002,82,Laurentian Plains and Hills,Region_1,27.54,1920,151,10,1572,6.67,26.16875,5.217189542,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,HANCOCK,NATURAL,8/1/2007
NLA06608-ALPS-1218,44.836404,-67.881905,9.917666192,4.5,1.212138515,81.2,1,1050002,82,Laurentian Plains and Hills,Region_1,18.23,11360,414,14,434,4.57,20.958889,5.379281046,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,WASHINGTON,NATURAL,8/3/2007
NLA06608-ALSC:020149,44.348811,-74.401491,140.5356401,16.1,12.75525227,487.95,2,2010006,58,Northeastern Highlands,Region_2,28.61,3360,191,5,4240,7.02,10.976471,5.310261438,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,NY,FRANKLIN,NATURAL,9/11/2007
NLA06608-ELS:1C2-032,43.296358,-71.428103,12.57283656,5.4,1.716009582,155.28,1,1070002,59,Northeastern Coastal Zone,Region_1,29.79,4270,264,11,2914,6.78,17.485714,5.355751634,XIV,Eastern Coastal Plain,CPL,EHIGH NATURAL,NH,MERRIMACK,NATURAL,7/12/2007
NLA06608-ELS:1C3-003,45.653548,-69.927263,16.3776708,5,2.066625815,330.66,1,1030001,58,Northeastern Highlands,Region_1,18.07,6590,256,9,288,6.81,19.536,5.025816993,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,SOMERSET,NATURAL,8/15/2007
NLA06608-ELS:1D1-035,41.848175,-70.617682,81.28505622,3.6,5.394032213,18.74,1,1090002,84,Atlantic Coastal Pine Barrens,Region_1,54.16,2160,444,23,3657,7.2,24.05125,5.766470588,XIV,Eastern Coastal Plain,CPL,PLNLOW NATURAL,MA,PLYMOUTH,NATURAL,7/25/2007
NLA06608-ELS:1D2-087,42.323799,-72.092123,12.95861953,1.5,1.844727461,297.91,1,1080204,59,Northeastern Coastal Zone,Region_1,57.59,6480,532,35,1110,6.54,26.05,5.53379085,XIV,Eastern Coastal Plain,CPL,EHIGH MAN-MADE,MA,WORCESTER,MAN-MADE,7/27/2007
NLA06608-ELS:1E1-052,45.207071,-68.209171,181.9078236,15,7.457743601,101.3,1,1020005,82,Laurentian Plains and Hills,Region_1,21,4380,130,10,1061,6.85,17.380417,5.025816993,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,HANCOCK,NATURAL,8/7/2007
NLA06608-ELS:1E1-096,45.219001,-68.077773,89.75055865,5.4,5.651522769,100.39,1,1050001,82,Laurentian Plains and Hills,Region_1,20.48,6800,236,9,2832,6.67,22.29,5.025816993,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,HANCOCK,NATURAL,8/9/2007
NLA06608-ELS:1E1-128,44.849882,-68.429254,11.89223955,6,1.549918802,119.31,1,1050002,82,Laurentian Plains and Hills,Region_1,22.66,4680,394,8,2493,6.79,18.651818,5.217189542,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,HANCOCK,NATURAL,8/10/2007
NLA06608-ELS:1E2-027,45.799297,-69.889944,125.7520926,1.1,10.05125836,367.85,1,1030001,58,Northeastern Highlands,Region_1,27.03,10420,629,28,1119,6.97,21.17,5.025816993,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,SOMERSET,NATURAL,8/14/2007
NLA06608-ELS:1E3-002,46.375055,-68.35754,23.39068158,2.1,2.326665348,246.31,1,1010004,82,Laurentian Plains and Hills,Region_1,90.23,6810,731,14,5025,8.39,21.1025,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,AROOSTOOK,NATURAL,8/7/2007
NLA06608-ELS:1E3-012,46.944636,-68.871133,12.06402234,9.7,1.285734307,390.6,1,1010003,58,Northeastern Highlands,Region_1,53.73,2310,161,4,2764,7.59,18.181053,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,AROOSTOOK,NATURAL,8/28/2007
NLA06608-ELS:1E3-071,46.345672,-68.594335,7.591014411,1,1.025804138,271.83,1,1010004,82,Laurentian Plains and Hills,Region_1,68.89,8150,807,17,2644,7.81,20.955,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,PENOBSCOT,NATURAL,8/8/2007
NLA06608-ELS:2B2-008,46.994934,-88.759164,6.232827204,14,0.993695864,377.32,4,4020103,50,Northern Lakes and Forests,Region_5,16.88,10760,299,8,235,6.21,8.433333,5.476993464,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MI,HOUGHTON,NATURAL,8/21/2007
NLA06608-ELS:2C2-048,45.500526,-88.794652,6.293006717,4.6,1.078240448,496.3,4,4030202,50,Northern Lakes and Forests,Region_5,13.65,5710,593,8,89,6.6,20.8,5.336797386,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,WI,FOREST,NATURAL,8/24/2007
NLA06608-ELS:2C3-018,46.138603,-89.552886,48.37383759,4.6,3.356733457,500.5,7,7050002,50,Northern Lakes and Forests,Region_5,26.08,5650,328,10,647,7.06,20.06,5.476993464,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,WI,VILAS,NATURAL,8/25/2007
NLA06608-ELS:2D3-008,47.122809,-93.880503,32.13529135,13.4,2.563388253,402.27,7,7010101,50,Northern Lakes and Forests,Region_5,252,14330,722,13,10217,8.32,13.8,5.093006536,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MN,CASS,NATURAL,8/10/2007
NLA06608-EMAP:ME011L,45.748209,-69.222522,43.28128922,17.5,3.277637996,297.13,1,1020001,58,Northeastern Highlands,Region_1,34.56,7500,246,13,2508,7.14,10.694231,5.025816993,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,PISCATAQUIS,NATURAL,9/14/2007
NLA06608-EMAP:ME012L,46.962321,-68.89108,113.5651525,34.6,6.128637407,345.87,1,1010003,58,Northeastern Highlands,Region_1,52.52,3480,129,1,2667,7.59,NA,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,AROOSTOOK,NATURAL,8/28/2007
NLA06608-EMAP:ME254L,46.353306,-69.056968,38.9932584,16.1,2.773747869,343.61,1,1010004,58,Northeastern Highlands,Region_1,44.85,4230,204,5,1928,7.38,11.854231,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,PISCATAQUIS,NATURAL,9/5/2007
NLA06608-EMAP:ME263L,45.127611,-67.997826,622.3781627,7.5,24.93093185,95.51,1,1050002,82,Laurentian Plains and Hills,Region_1,19.48,7320,314,11,2596,6.55,22.564286,5.137908497,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,WASHINGTON,NATURAL,8/9/2007
NLA06608-EMAP:ME518L,45.354469,-67.922498,625.5061147,28,17.65291945,97.04,1,1050001,82,Laurentian Plains and Hills,Region_1,22.32,3540,156,7,2925,6.95,14.441053,5.137908497,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,PISCATAQUIS,NATURAL,8/10/2007
NLA06608-FL:107895579,29.080057,-81.441106,6692.476355,1.9,120.2174386,0.08,3,3080101,75,Southern Coastal Plain,Region_4,1634,10210,985,33,4913,7.97,29.175,5.502091503,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,FL,VOLUSIA,NATURAL,8/1/2007
NLA06608-FL:16674741,29.839332,-81.95812,7.770294964,14.2,1.008813987,48.51,3,3080103,75,Southern Coastal Plain,Region_4,18.19,1510,98,8,1782,5.88,26.473333,5.502091503,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,FL,CLAY,NATURAL,8/3/2007
NLA06608-FL:18261987,30.118409,-82.409214,371.2915215,2.4,8.857622613,43.04,3,3070204,75,Southern Coastal Plain,Region_4,76.14,6980,474,20,253,4.82,28.66,5.636470588,XII,Southeastern Coastal Plain,CPL,PLNLOW NATURAL,FL,UNION,NATURAL,8/5/2007
NLA06608-FL:99324403,30.211239,-82.834414,8.664794486,5.6,1.128877618,50.67,3,3110205,65,Southeastern Plains,Region_4,51.7,7540,801,24,965,6.7,26.3,5.636470588,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW NATURAL,FL,SUWANNEE,NATURAL,8/4/2007
NLA06608-FL:99344895,30.247737,-82.913722,28.2498557,1.6,2.559858304,34.81,3,3110205,65,Southeastern Plains,Region_4,41.05,5490,1531,166,227,6.6,30.2,5.636470588,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW NATURAL,FL,SUWANNEE,NATURAL,8/6/2007
NLA06608-IN:646,41.56235,-85.392434,37.48159837,25.3,3.447477988,273.54,4,4050001,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,489.1,4740,2089,4,4647,7.57,11.3375,5.771503268,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,IN,LAGRANGE,NATURAL,7/31/2007
NLA06608-MI:7007,42.398646,-84.056809,9.961267295,6.7,1.46027921,274.96,4,4090005,56,Southern Michigan/Northern Indiana Drift Plains,Region_5,349.5,9030,828,9,8706,8.24,20.9,5.748300654,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MI,WASHTENAW,NATURAL,8/1/2007
NLA06608-MN:03-0029,47.062841,-95.181199,36.10558732,6.7,3.189990709,453.21,7,7010106,50,Northern Lakes and Forests,Region_5,185.1,7990,779,9,7114,8.43,23.271429,5.249150327,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MN,BECKER,NATURAL,8/8/2007
NLA06608-MN:06-0002,45.33182,-96.135669,780.2113195,3.2,31.37115508,330.31,7,7020002,46,Northern Glaciated Plains,Region_5,968.2,17110,2475,271,34586,8.65,23.52,5.499738562,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,MN,BIG STONE,NATURAL,9/6/2007
NLA06608-MN:11-0102,46.928377,-94.040807,140.0369332,13,8.140071255,408.63,7,7010102,50,Northern Lakes and Forests,Region_5,103.8,9200,447,9,1136,8.1,17.578571,5.328366013,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MN,CASS,NATURAL,8/11/2007
NLA06608-MN:15-0010,47.189468,-95.21841,113.0399482,28,4.630231158,448.04,7,7010101,50,Northern Lakes and Forests,Region_5,264.3,7060,529,9,6451,8.56,10.246154,5.249150327,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,PLNLOW NATURAL,MN,CLEARWATER,NATURAL,8/9/2007
NLA06608-MN:22-0074,43.8192,-94.078777,79.38929403,5.5,3.360833817,314.26,7,7020011,47,Western Corn Belt Plains,Region_5,368.9,8590,1175,62,11100,8.56,21.4,5.675882353,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,MN,FARIBAULT,NATURAL,9/11/2007
NLA06608-MN:49-0140,45.813111,-94.636969,92.72639793,26.5,4.907693736,369.58,7,7010201,51,North Central Hardwoods,Region_5,307.8,6010,595,7,9642,8.41,10.137037,5.490392157,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MN,MORRISON,NATURAL,9/24/2007
NLA06608-MN:51-0063,44.15457,-95.767078,474.8156171,2.5,12.60831418,464.73,7,7100001,46,Northern Glaciated Plains,Region_5,743.7,7450,1174,140,7872,8.5,23.1,5.549869281,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,MN,MURRAY,NATURAL,9/5/2007
NLA06608-MN:56-0306,46.292544,-95.748497,76.67275146,14.5,5.01710003,406.1,9,9020103,51,North Central Hardwoods,Region_5,349.2,4940,540,8,17657,8.54,15.826667,5.328366013,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MN,OTTER TAIL,NATURAL,9/17/2007
NLA06608-MN:61-0037,45.490155,-95.364908,69.94911021,15.8,3.16100866,361.38,7,7020005,51,North Central Hardwoods,Region_5,382.3,6470,835,19,6075,8.67,13.682353,5.490392157,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MN,POPE,NATURAL,9/25/2007
NLA06608-MN:74-0023,43.891574,-93.349755,38.52653487,8,2.675849167,366.72,7,7040002,47,Western Corn Belt Plains,Region_5,317.5,6450,880,34,3029,8.34,20.622222,5.629869281,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,MN,STEELE,NATURAL,9/12/2007
NLA06608-MN:75-0200,45.528235,-96.074082,178.9524113,2.5,7.541153925,345.85,7,7020002,46,Northern Glaciated Plains,Region_5,1041,14500,2647,446,32686,8.63,22.08,5.499738562,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,MN,STEVENS,NATURAL,9/7/2007
NLA06608-MN:77-0019,45.768831,-94.670256,49.24546282,17.5,6.93357333,369.58,7,7010201,51,North Central Hardwoods,Region_5,397.9,9070,1065,17,3642,8.44,10.988889,5.490392157,VII,Mostly Glaciated Dairy Region,VII,PLNLOW NATURAL,MN,TODD,NATURAL,9/16/2007
NLA06608-MN:87-0030,44.684008,-95.532331,190.0636248,2.4,7.915201862,314.42,7,7020004,47,Western Corn Belt Plains,Region_5,1218,13310,1987,82,21945,8.55,22.9,5.549869281,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,MN,STEELE,NATURAL,9/8/2007
NLA06608-NELP-0253,45.152049,-68.094876,476.1450065,24,11.46254574,157.69,1,1020005,82,Laurentian Plains and Hills,Region_1,20.1,2950,183,4,2536,6.69,16.045714,5.025816993,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,HANCOCK,NATURAL,8/8/2007
NLA06608-NELP-0955,46.965959,-68.856993,102.984612,26.2,5.948083313,344.87,1,1010003,58,Northeastern Highlands,Region_1,48.86,2940,118,1,2668,7.58,13.510294,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,AROOSTOOK,NATURAL,8/29/2007
NLA06608-NELP-1041,44.36243,-69.111684,144.5621381,3.3,6.296271459,69.58,1,1050002,82,Laurentian Plains and Hills,Region_1,32.04,4510,286,9,323,6.98,27.533333,5.132418301,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,WALDO,NATURAL,8/1/2007
NLA06608-NELP-1330,46.9518,-68.843,12.45464278,13.6,2.07512336,379.87,1,1010003,58,Northeastern Highlands,Region_1,21.43,2930,168,1,1070,7.02,13.935385,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,AROOSTOOK,NATURAL,8/28/2007
NLA06608-NELP-2155,46.961173,-68.84294,21.14626623,15,2.13373026,344.87,1,1010003,58,Northeastern Highlands,Region_1,47.29,3040,146,1,2431,7.52,12.973333,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,AROOSTOOK,NATURAL,8/29/2007
NLA06608-NELP-3355,46.944789,-68.853062,6.690784749,5,1.075767785,379.87,1,1010003,58,Northeastern Highlands,Region_1,33.43,3920,216,4,3099,7.32,19.21,5.055294118,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,AROOSTOOK,NATURAL,8/29/2007
NLA06608-NELP-3586,45.752816,-69.077222,87.42549833,46.2,4.811178495,193.05,1,1020001,58,Northeastern Highlands,Region_1,19.94,3190,138,3,4440,6.91,9.728222,5.025816993,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,ME,PISCATAQUIS,NATURAL,8/30/2007
NLA06608-NH250L,43.840363,-71.127398,7.560866825,6,1.081450605,215.29,1,1060002,58,Northeastern Highlands,Region_1,18.28,3510,292,12,914,7.04,21.1375,5.355751634,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,NH,CARROLL,NATURAL,7/26/2007
NLA06608-NH4912,43.023373,-72.01599,42.2153389,16.9,2.939896784,352.85,1,1070003,58,Northeastern Highlands,Region_1,17.17,1910,177,4,3494,6.26,14.327778,5.402875817,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,EHIGH NATURAL,NH,HILLSBOROUGH,NATURAL,8/9/2007
NLA06608-NV:2,40.592943,-115.394285,4.379883508,3.7,0.827086195,2968.8,16,16040101,13,Central Basin and Range,Region_9,60.01,1570,124,11,617,8.74,10.86,7.10130719,III,Xeric West,III,WMTNS NATURAL,NV,ELKO,NATURAL,9/21/2007
NLA06608-NV:3,41.026475,-115.087017,4.826142699,6.5,0.831869254,2554,16,16040101,13,Central Basin and Range,Region_9,63.41,2080,223,7,322,9.09,12.285714,6.973529412,III,Xeric West,III,WMTNS MAN-MADE,NV,ELKO,MAN-MADE,9/20/2007
NLA06608-NV:4,37.301656,-115.126627,185.0144512,1.2,7.72354975,1021.03,15,15010011,13,Central Basin and Range,Region_9,1518,16250,3225,154,60326,8.89,17.7,6.936862745,III,Xeric West,III,WMTNS MAN-MADE,NV,LINCOLN,MAN-MADE,9/17/2007
NLA06608-OH:19,39.707435,-84.269652,4.793566755,2.4,1.030826109,251.26,5,5080002,55,Eastern Corn Belt Plains,Region_5,200.5,5850,500,17,5628,9.18,26.3,5.641568627,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,OH,MONTGOMERY,NATURAL,9/6/2007
NLA06608-OH:22,40.080755,-83.032824,13.04385988,8.8,1.639851154,226.6,5,5060001,55,Eastern Corn Belt Plains,Region_5,708,2420,244,3,1075,8.35,25.544444,5.702875817,VI,Corn Belt and Northern Great Plains,VI,PLNLOW NATURAL,OH,FRANKLIN,NATURAL,9/5/2007
NLA06608-R10BULLTR,44.299985,-115.253959,27.93847918,14,2.222823062,2117.46,17,17050120,16,Idaho Batholith,Region_10,68.06,1210,88,3,7363,8.12,13.233333,6.369542484,II,Western Forested Mountains,II,WMTNS NATURAL,ID,BOISE,NATURAL,8/16/2007
NLA06608-R10CAPEHO,44.412769,-115.130707,13.49877778,4,2.182083617,1999.29,17,17060205,16,Idaho Batholith,Region_10,53.23,3690,318,10,12024,8,17.18,6.369542484,II,Western Forested Mountains,II,WMTNS NATURAL,ID,CUSTER,NATURAL,8/14/2007
NLA06608-R10CHARLT,43.7447,-121.972108,52.43259047,24,4.094642631,1736.26,17,17070301,4,Cascades,Region_10,6.75,650,136,1,1988,6.72,17.921739,6.514509804,II,Western Forested Mountains,II,WMTNS NATURAL,OR,DESCHUTES,NATURAL,8/8/2007
NLA06608-R10COUNCI,46.266753,-121.629648,18.61505305,12,1.881026844,1289.66,17,17080004,4,Cascades,Region_10,39.49,680,39,1,11425,7.65,14.961538,5.542745098,II,Western Forested Mountains,II,WMTNS NATURAL,WA,SKAMANIA,NATURAL,8/22/2007
NLA06608-R10DEERLA,43.819275,-121.893625,20.91089571,6.2,1.886142889,1493.6,17,17070301,4,Cascades,Region_10,13.06,1710,191,4,7853,7.02,20.3,6.514509804,II,Western Forested Mountains,II,WMTNS NATURAL,OR,DESCHUTES,NATURAL,8/9/2007
NLA06608-R10FISHLA,42.736902,-118.647249,6.973457668,6,1.111435953,2248.4,17,17120003,80,Northern Basin and Range,Region_10,55.42,2420,279,13,11564,6.78,16.871429,7.058039216,III,Xeric West,III,WMTNS NATURAL,OR,HARNEY,NATURAL,8/12/2007
NLA06608-R10FOURMI,42.46935,-122.258622,264.5662622,40,10.5571022,1752.07,18,18010203,4,Cascades,Region_10,17.77,1400,143,4,3933,6.27,10.83871,6.547712418,II,Western Forested Mountains,II,WMTNS NATURAL,OR,KLAMATH,NATURAL,8/7/2007
NLA06608-R10RAINYL,48.501411,-120.737873,21.95987131,27,1.978456868,1465.07,17,17020009,77,North Cascades,Region_10,33.03,370,56,3,2271,7.41,8.170833,5.202091503,II,Western Forested Mountains,II,WMTNS NATURAL,WA,CHELAN,NATURAL,8/19/2007
NLA06608-R10SQUAWL,42.040047,-123.020334,17.84030853,33,2.566213462,921.21,17,17100309,78,Klamath Mountains,Region_10,249.2,2310,150,4,12478,8.51,10.542857,6.125490196,II,Western Forested Mountains,II,WMTNS NATURAL,OR,JACKSON,NATURAL,8/24/2007
NLA06608-R10ULAKE,47.427764,-123.074122,6.473335878,3.3,1.946540455,144.98,17,17110018,2,Puget Lowland,Region_10,11.08,5350,312,10,556,6.36,20.7,5.122614379,II,Western Forested Mountains,II,WMTNS NATURAL,WA,MASON,NATURAL,8/21/2007
NLA06608-R10YELLOW,44.000621,-114.875721,79.10293359,20,4.86391365,2156.95,17,17060201,16,Idaho Batholith,Region_10,26.31,1030,36,3,6663,7.25,11.838095,6.238104575,II,Western Forested Mountains,II,WMTNS NATURAL,ID,CUSTER,NATURAL,8/15/2007
NLA06608-R31,39.39897,-76.98388,113.8823289,9.1,12.08056748,162.29,2,2060003,64,Northern Piedmont,Region_3,162.6,2230,1103,8,5904,7.73,22.18,5.701895425,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,MD,CARROLL,MAN-MADE,7/30/2007
NLA06608-R314,37.394115,-78.637447,46.65277974,5.3,5.920229438,135.78,2,2080207,45,Piedmont,Region_3,45.59,3010,230,11,8838,7.56,25.383333,5.695620915,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,VA,BUCKINGHAM,MAN-MADE,8/15/2007
NLA06608-R315,38.328785,-79.227717,20.08470786,7,1.937957932,614.39,2,2070005,67,Ridge and Valley,Region_3,34.29,1370,101,4,4252,7.32,22.45,5.473137255,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,VA,AUGUSTA,MAN-MADE,8/28/2007
NLA06608-R318,37.315287,-79.819212,28.37747539,11,4.960131104,586.51,3,3010101,66,Blue Ridge,Region_3,32.24,2540,235,8,11999,7.41,18.936364,5.591568627,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,VA,BEDFORD,MAN-MADE,8/16/2007
NLA06608-R319,37.344722,-77.1802,27.00536224,2.1,3.760861415,8.65,2,2080206,65,Southeastern Plains,Region_3,54.52,14010,531,37,8957,6.64,21.24,5.815816993,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,VA,CHARLES (CITY),MAN-MADE,9/18/2007
NLA06608-R32,39.510833,-79.142764,132.0577177,21,13.75006573,449.87,2,2070002,67,Ridge and Valley,Region_3,111.4,1560,505,3,3886,7.23,20.915789,5.627124183,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,MD,GARRETT,MAN-MADE,8/1/2007
NLA06608-R322,36.807826,-80.079728,1170.62307,41,139.1998681,296.72,3,3010103,45,Piedmont,Region_3,55.93,1650,219,7,10023,7.47,16.0875,5.616601307,IX,Southeastern Temperate Forested Plains and Hills,IX,EHIGH MAN-MADE,VA,PATRICK,MAN-MADE,9/4/2007
NLA06608-R323,36.841537,-76.649661,259.1218849,7.5,44.9480394,9.04,2,2080208,63,Middle Atlantic Coastal Plain,Region_3,208.1,5120,629,26,3788,8.05,22.1125,5.803921569,XIV,Eastern Coastal Plain,CPL,PLNLOW MAN-MADE,VA,SUFFOLK (CITY),MAN-MADE,9/19/2007
NLA06608-R324,37.357963,-76.830652,359.8780203,16,53.31628896,18.13,2,2080206,65,Southeastern Plains,Region_3,171.5,3580,366,6,2419,7.76,16.952941,5.777124183,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,VA,JAMES CITY,MAN-MADE,9/20/2007
NLA06608-R326,37.43234,-76.906472,433.2759339,7,56.9045875,0,2,2080206,65,Southeastern Plains,Region_3,85.09,5540,740,31,3970,7.34,23.464286,5.777124183,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,VA,JAMES CITY,MAN-MADE,9/18/2007
NLA06608-R328,37.042659,-80.87554,73.70344605,12.6,12.61239833,657.7,5,5050001,67,Ridge and Valley,Region_3,62.9,3050,277,9,2616,7.55,21.533333,5.660653595,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,VA,PULASKI,MAN-MADE,9/6/2007
NLA06608-R333,37.303695,-76.707685,79.72381063,9.2,16.03386993,8.76,2,2080107,65,Southeastern Plains,Region_3,314.2,3150,366,22,3331,8.22,21.44,5.777124183,IX,Southeastern Temperate Forested Plains and Hills,IX,PLNLOW MAN-MADE,VA,YORK,MAN-MADE,9/17/2007
NLA06608-R334,39.514306,-78.156495,82.81478383,3.4,10.07462366,335.19,2,2070004,67,Ridge and Valley,Region_3,27.33,4420,311,12,2058,6.87,26.775,5.396601307,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,WV,BERKELEY,MAN-MADE,8/8/2007
NLA06608-R336,37.974885,-80.953739,6.966560252,5.4,1.738367431,748.38,5,5050004,69,Central Appalachians,Region_3,17.57,3090,169,4,1484,6.74,25.316667,5.660653595,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,WV,FAYETTE,MAN-MADE,8/21/2007
NLA06608-R34,40.270346,-78.682256,18.92982358,6.3,2.224583946,726.79,5,5010007,69,Central Appalachians,Region_3,27.78,2150,309,3,17864,6.54,19.571429,5.489150327,XI,The Central and Eastern Forested Uplands,XI,EHIGH MAN-MADE,PA,CAMBRIA,MAN-MADE,8/28/2007
